region	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Asia	Asia	Asia	Asia	Asia	Asia	Asia	America	America	America	America	America	America	America	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Other	Other	Other	Other	Other	Other	Other
Marine aquatic ecotoxicity (MAETP100) | Problem oriented approach: non baseline (CML, 1999) | MAETP 100 (Huijbregts, 1999 & 2000)	51035244684.4	539245742.329	892985438.985	0	0	0	0	225481833173	3146212868.26	6057816564.38	0	0	0	0	55480046082.8	152084.796342	3244910.70269	0	0	0	0	1477424462.42	8174961.42398	11764101.9845	0	0	0	0	106626686054	166605.412599	417004021.643	0	0	0	0	58681617976	74558776.3229	201045120.207	0	0	0	0
Freshwater sedimental ecotoxicity (FSETP100) | Problem oriented approach: non baseline (CML, 1999) | FSETP 100 (Huijbregts, 1999 & 2000)	3195273563.99	40965305.695	50683948.0906	0	0	0	0	19865657960.5	313286271.746	610742504.545	0	0	0	0	2617998123.73	11647.62272	326997.629183	0	0	0	0	70564291.7734	842872.854444	1212334.14844	0	0	0	0	10379520964.2	17016.2213689	43027460.7127	0	0	0	0	4443366064.59	7495127.31125	20342904.8874	0	0	0	0
Marine sedimental ecotoxicity (MSETP100) | Problem oriented approach: non baseline (CML, 1999) | MSETP 100 (Huijbregts, 1999 & 2000)	111404604822	1310284468.51	1892445084.89	0	0	0	0	591354798161	8918679508.11	17320617625.6	0	0	0	0	107202366583	374703.605358	9301846.49958	0	0	0	0	2884478988.29	23753617.9034	34172521.4156	0	0	0	0	298457186826	481114.748694	1211961126.54	0	0	0	0	140836664357	212240797.7	575486398.331	0	0	0	0
Terrestrial ecotoxicity (TETP100) | Problem oriented approach: non baseline (CML, 1999) | TETP 100 (Huijbregts, 1999 & 2000)	55181519.9187	1918590.33937	5824532.162	0	0	0	0	120875554.029	3416226.31248	5316694.45687	0	0	0	0	18244414.5578	612.237748188	2263.44486782	0	0	0	0	364912.083095	3017.08607561	4423.64249006	0	0	0	0	40657519.8718	68.0705370754	157292.778839	0	0	0	0	25942187.4279	86533.006742	190660.619793	0	0	0	0
human toxicity (HTP500) | Problem oriented approach: non baseline (CML, 1999) | HTP 500 (Huijbregts, 1999 & 2000)	35808330135.5	485433327.63	1294123367.37	0	0	0	0	103477800145	765386360.897	1311097891.32	0	0	0	0	27763221693.4	344957.348358	1167645.02654	0	0	0	0	577770782.777	1608697.71269	2413371.1635	0	0	0	0	27316728875.2	36341.3465718	68447859.4095	0	0	0	0	36090037592.6	14291729.138	38329994.2523	0	0	0	0
Freshwater aquatic ecotoxicity (FAETP500) | Problem oriented approach: non baseline (CML, 1999) | FAETP 500 (Huijbregts, 1999 & 2000)	1123951814.15	13524923.5339	18072902.8059	0	0	0	0	6376672967.53	96516423.828	187488642.748	0	0	0	0	988578195.668	3794.59139947	100227.572508	0	0	0	0	26167703.4692	257179.128747	369945.385823	0	0	0	0	3219240160.18	5206.58499703	13127523.1884	0	0	0	0	1493824181.56	2302635.55333	6238280.74664	0	0	0	0
Marine aquatic ecotoxicity (MAETP500) | Problem oriented approach: non baseline (CML, 1999) | MAETP 500 (Huijbregts, 1999 & 2000)	148164251264	1265404403.71	2865184835.94	0	0	0	0	402386638908	4058301711.66	7450408108.44	0	0	0	0	197381837744	350964.650286	3963290.05051	0	0	0	0	5210882303.41	9126173.19539	13159628.0495	0	0	0	0	146203988403	193199.614851	464387979.209	0	0	0	0	136526581314	93806654.7666	245364242.369	0	0	0	0
Freshwater sedimental ecotoxicity (FSETP500) | Problem oriented approach: non baseline (CML, 1999) | FSETP 500 (Huijbregts, 1999 & 2000)	3542438982.66	43417366.9795	56768855.8098	0	0	0	0	20645218211.2	316228614.105	615019237.781	0	0	0	0	3052075403.58	12231.671421	329016.250679	0	0	0	0	81144686.1755	845416.282226	1216073.32079	0	0	0	0	10529732985.3	17100.9281508	43153954.5068	0	0	0	0	4771663291.68	7550402.17536	20469208.2121	0	0	0	0
Marine sedimental ecotoxicity (MSETP500) | Problem oriented approach: non baseline (CML, 1999) | MSETP 500 (Huijbregts, 1999 & 2000)	207627880663	2038934811.15	3875840381.23	0	0	0	0	767201208078	9829734309.21	18712566751.8	0	0	0	0	247087547529	574906.934421	10023600.1081	0	0	0	0	6560574465.26	24707463.3314	35572025.1784	0	0	0	0	337794293429	507745.423934	1259444213.7	0	0	0	0	218037830243	231478626.209	619801710.904	0	0	0	0
Terrestrial ecotoxicity (TETP500) | Problem oriented approach: non baseline (CML, 1999) | TETP 500 (Huijbregts, 1999 & 2000) TETP 500	199130042.249	7255438.41126	22487502.9905	0	0	0	0	354674423.011	11306084.5026	16788936.5761	0	0	0	0	58519123.7636	2321.69329205	6724.99384375	0	0	0	0	1053891.29199	6302.41954168	9394.22433711	0	0	0	0	93118055.7725	155.758370371	334302.518013	0	0	0	0	77397157.1483	288892.56175	611709.901536	0	0	0	0
photochemical oxidation (high NOx) | Problem oriented approach: baseline (CML, 1999) | POCP (Jenkin & Hayman, 1999; Derwent et al. 1998; high NOx)	1011757808.43	5009088.60744	6734767.87212	0	0	0	0	3799808928.33	36645097.1459	91282282.0327	0	0	0	0	2140149213.03	9198.48435318	78038.948406	0	0	0	0	50073396.7182	188416.904727	271876.170124	0	0	0	0	2116174269.1	3457.30688958	8026856.23777	0	0	0	0	1267038191.48	190693.783887	1608020.0143	0	0	0	0
photochemical oxidation (low NOx) | Problem oriented approach: non baseline (CML, 1999) | POCP (Andersson-Skï¿½ld et al. 1992; low NOx)	639177040.881	4354463.69832	5322522.30715	0	0	0	0	3078667058.57	30172773.7843	76312968.8687	0	0	0	0	1154592361.04	8262.13303039	52692.9505197	0	0	0	0	31169197.3263	81801.5750906	118503.929522	0	0	0	0	1209796886.19	2118.05158543	4758475.24679	0	0	0	0	632264785.295	135483.151043	1002565.12333	0	0	0	0
photochemical oxidation (MIR; very high NOx) | Problem oriented approach: non baseline (CML, 1999) | MIR 1997; very high NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	256179245.895	1779843.99044	2227846.6978	0	0	0	0	1238298244.86	12202113.8379	30791622.6298	0	0	0	0	462475383.118	3724.21034335	22334.5712124	0	0	0	0	12478146.0589	32838.8739003	47603.4939602	0	0	0	0	487685531.163	866.872675143	1919729.78471	0	0	0	0	254144529.961	54252.4394905	402971.647767	0	0	0	0
photochemical oxidation (MOIR; high NOx) | Problem oriented approach: non baseline (CML, 1999) | MOIR; high NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	464218960.364	3218038.37619	4017380.93665	0	0	0	0	2242992356.01	22088622.0969	55754308.7078	0	0	0	0	838103623.837	6662.76517832	40219.4538631	0	0	0	0	22614459.0801	59495.8248059	86239.265688	0	0	0	0	883145280.09	1567.1125485	3476106.13354	0	0	0	0	460378915.588	98320.2176028	729980.778571	0	0	0	0
photochemical oxidation (EBIR; low NOx) | Problem oriented approach: non baseline (CML, 1999) | EBIR; low NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	592308583.312	4107960.37141	5131304.28555	0	0	0	0	2862141478.44	28189679.0159	71150120.0227	0	0	0	0	1069341315.4	8524.87035	51386.7394693	0	0	0	0	28853532.1096	75915.261756	110041.012668	0	0	0	0	1126988045.67	2000.54888607	4435971.02589	0	0	0	0	587451180.569	125446.437348	931466.602455	0	0	0	0
acidification (incl. fate, average Europe total, A&B) | Problem oriented approach: baseline (CML, 1999) | AP ( Huijbregts, 1999; average Europe total, A&B)	2421350258.4	40684823.7783	81225432.222	0	0	0	0	3896071309.39	90379936.2164	160932559.354	0	0	0	0	2763600153.4	112539.897833	249462.970802	0	0	0	0	81869928.5105	169990.939733	282378.708369	0	0	0	0	1109000151.89	3798.91620019	3453301.59918	0	0	0	0	1011484531.91	1504199.0953	3867503.7274	0	0	0	0
acidification (fate not incl.) | Problem oriented approach: non baseline (CML, 1999) | AP (Hauschild & Wenzel (1998).	2931320756.72	46455095.3634	102287349.133	0	0	0	0	3907930760.07	89332462.6999	156812808.761	0	0	0	0	3626989007.85	146257.060808	318171.88703	0	0	0	0	109070001.951	213269.201956	358170.995924	0	0	0	0	1230319985.66	4592.47448635	3646583.73263	0	0	0	0	1208398815.72	1299889.52473	3572881.36315	0	0	0	0
eutrophication (fate not incl.) | Problem oriented approach: baseline (CML, 1999) | EP (Heijungs et al. 1992))	438516810.827	5861317.99472	16026698.0692	0	0	0	0	338165012.653	6773825.0198	11242891.6313	0	0	0	0	681650714.919	24520.4075166	52322.5734874	0	0	0	0	20788177.8493	36032.0915803	60995.8932869	0	0	0	0	163131758.621	693.762460743	436930.712446	0	0	0	0	187219629.49	23976.0929842	184974.919449	0	0	0	0
eutrophication (incl. fate, average Europe total, A&B) | Problem oriented approach: non baseline (CML, 1999) | EP ( Huijbregts, 1999; average Europe total, A&B)	4078063318.37	53801949.621	147653258.792	0	0	0	0	3141500522.34	61816760.279	102067266.888	0	0	0	0	6282546947.31	224090.200863	475488.816867	0	0	0	0	192818599.317	315050.207059	537488.125839	0	0	0	0	1488643355.92	6341.21924613	3904773.80742	0	0	0	0	1734820114.24	220661.918075	1634177.02603	0	0	0	0
odour | Problem oriented approach: non baseline (CML, 1999) | 1/OTV	1.05305199542e+14	324709664934	561416574771	0	0	0	0	1.71866411308e+14	1.2372194233e+12	2.9808792981e+12	0	0	0	0	3.40133335601e+14	931206475.743	4229764926.35	0	0	0	0	9.99027144562e+12	5925529436.34	8645789415.37	0	0	0	0	9.6737024216e+13	150490106.059	326770063051	0	0	0	0	9.41404601182e+13	12185908272	76578984569.5	0	0	0	0
Climate change midpoint | ILCD recommended CF | Global warming potential 100 years	1.12180755114e+12	38811159791.5	91135750115.4	0	0	0	0	973350469616	36991388582.3	66560386593.6	0	0	0	0	1.97514631293e+12	215801069.05	441132293.676	0	0	0	0	53750514801.7	93841138.2886	165724500.419	0	0	0	0	351434839520	4611826.79714	923851314.522	0	0	0	0	587714274660	176238360.422	904363135.109	0	0	0	0
Climate change endpoint, human health | ILCD recommended CF | Disability Adjusted Life Years (DALY)	1570523.96088	54335.5715706	127589.979081	0	0	0	0	1362677.51402	51787.7808148	93184.1479794	0	0	0	0	2765174.88236	302.121236053	617.584247269	0	0	0	0	75249.9379797	131.375676548	232.011508377	0	0	0	0	491999.095746	6.45653956873	1293.35349632	0	0	0	0	822792.439793	246.732606378	1266.09593769	0	0	0	0
Climate change endpoint, ecosystems | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	8895.72416944	307.763749731	722.684791244	0	0	0	0	7717.0396592	293.311439977	527.762184329	0	0	0	0	15662.3069484	1.7112110198	3.49790199953	0	0	0	0	426.227112665	0.744105494703	1.31410938351	0	0	0	0	2785.94156283	0.036567410554	7.32213482194	0	0	0	0	4660.19770081	1.39754062724	7.17099884045	0	0	0	0
Human toxicity midpoint, cancer effects | ILCD recommended CF | Comparative Toxic Unit for human (CTUh)	176.693462364	5.11797871093	14.5504217588	0	0	0	0	553.778871895	11.51391861	19.2976848543	0	0	0	0	71.8719872606	0.00159455345355	0.00891917898733	0	0	0	0	1.47641180705	0.0161938143995	0.0234940990704	0	0	0	0	214.932909433	0.0003462921432	0.838398893261	0	0	0	0	126.949702723	0.284968381261	0.671030551822	0	0	0	0
Human toxicity midpoint, non-cancer effects | ILCD recommended CF | Comparative Toxic Unit for human (CTUh)	32831.5707018	1021.59434875	3221.00157228	0	0	0	0	52203.8178806	1490.07955162	2355.89744348	0	0	0	0	22951.3140949	0.343030421533	1.19479188815	0	0	0	0	610.008796527	1.50567866691	2.21314463181	0	0	0	0	19913.3356854	0.0339903124097	76.2564469024	0	0	0	0	12571.9046106	37.4771812636	83.9054815597	0	0	0	0
Human toxicity endpoint, cancer effects | ILCD recommended CF | Disability Adjusted Life Years (DALY)	2029.62852953	58.7900959735	167.142219502	0	0	0	0	6360.29102046	132.255453929	221.652449421	0	0	0	0	825.574058062	0.0183160495213	0.102432219221	0	0	0	0	16.958738432	0.185958933366	0.269791295341	0	0	0	0	2468.26189429	0.00397666984719	9.62773443044	0	0	0	0	1458.08378604	3.27339533235	7.70763950751	0	0	0	0
Human toxicity endpoint, non-cancer effects | ILCD recommended CF | Disability Adjusted Life Years (DALY)	88571.8966976	2755.47522138	8687.74920655	0	0	0	0	140849.382823	4019.10449871	6354.80586037	0	0	0	0	61940.5151744	0.925250365019	3.22331799645	0	0	0	0	1646.35389818	4.06300401007	5.97200895893	0	0	0	0	53735.6604061	0.0917168455586	205.770802632	0	0	0	0	33925.7566653	101.083022354	226.321430774	0	0	0	0
Particulate matter/Respiratory inorganics midpoint | ILCD recommended CF | emission-weighed average PM2.5 equivalent	1340334557.63	12702538.7713	16455962.4458	0	0	0	0	8000657966.75	147479401.853	288477510.051	0	0	0	0	1326576326.7	7194.50666646	165331.488165	0	0	0	0	37234577.3365	397412.567614	571813.178253	0	0	0	0	4995605007.91	8504.71696102	21121906.6877	0	0	0	0	1880849755.93	1936320.24538	6801808.92883	0	0	0	0
Particulate matter/Respiratory inorganics endpoint | ILCD recommended CF | Disability Adjusted Life Years (DALY)	2412602.19049	22864.5697025	29620.7323012	0	0	0	0	14401184.2768	265462.922642	519259.516433	0	0	0	0	2387837.36444	12.9501118834	297.596677726	0	0	0	0	67022.2385676	715.34261995	1029.26371832	0	0	0	0	8992088.98838	15.3084904862	38019.4319357	0	0	0	0	3385529.54738	3485.37643772	12243.2560485	0	0	0	0
Photochemical ozone formation midpoint, human health | ILCD recommended CF | Photochemical ozone creation potential (POCP)	4437525680.44	14889315.7757	22506920.9153	0	0	0	0	14402300326	129068983.928	326440805.452	0	0	0	0	10319717490.5	27440.0718552	325476.015373	0	0	0	0	227859276.577	970449.154288	1398065.09323	0	0	0	0	9900100576.63	15558.0614072	36980271.1637	0	0	0	0	6240742474.91	533404.171513	6690158.38293	0	0	0	0
Photochemical ozone formation endpoint, human health | ILCD recommended CF | Disability Adjusted Life Years (DALY)	173.087622056	0.580839203965	0.878002479524	0	0	0	0	561.811195735	5.03483142525	12.7341384704	0	0	0	0	402.515092017	0.00107073309202	0.0126964054976	0	0	0	0	8.88775738478	0.0378507735621	0.0545292715739	0	0	0	0	386.153662418	0.000606859680675	1.4424275149	0	0	0	0	243.414352342	0.0208048038561	0.260949872619	0	0	0	0
Acidification midpoint | ILCD recommended CF | Accumulated Exceedance (AE)	1128410306.29	20990415.5491	23322318.1657	0	0	0	0	3379261982.94	74541997.0762	138884243.275	0	0	0	0	1257614732.31	23933.2229589	69707.9478724	0	0	0	0	33929934.941	61404.2889362	91700.2725635	0	0	0	0	845919220.108	1748.74423796	3048942.18071	0	0	0	0	619103515.919	1581064.66218	3725992.94692	0	0	0	0
Acidification endpoint | ILCD recommended CF | Change in potentially not occuring fraction of plant species per change in base saturation	5.08331391083	0.0932038510541	0.103724537222	0	0	0	0	15.1040965067	0.331058933844	0.617378508331	0	0	0	0	5.85003835867	0.000106735865186	0.000312137116313	0	0	0	0	0.158506150723	0.000276778626563	0.000413168632193	0	0	0	0	3.82548693505	7.8672891873e-06	0.013770028196	0	0	0	0	2.81911216185	0.00701023582977	0.0165602472286	0	0	0	0
Eutrophication terrestrial midpoint | ILCD recommended CF | Accumulated Exceedance (AE)	1421620193.81	4383580.47661	7579123.75941	0	0	0	0	2320196552.65	16702462.2145	40241870.5244	0	0	0	0	4591800030.61	12571.2874225	57101.8265058	0	0	0	0	134868664.516	79994.6473906	116718.157107	0	0	0	0	1305949826.92	2031.61643178	4411395.8512	0	0	0	0	1270896211.6	164509.761671	1033816.29169	0	0	0	0
Eutrophication marine midpoint | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	11794182.3487	36367.4824726	62878.6563743	0	0	0	0	19249038.0665	138568.57541	333858.481388	0	0	0	0	38094933.5873	104.295125283	473.733671751	0	0	0	0	1118910.40191	663.65929687	968.328414521	0	0	0	0	10834546.7122	16.8548918786	36598.2470618	0	0	0	0	10543731.5333	1364.82172647	8576.84627179	0	0	0	0
Ecotoxicity freshwater midpoint | ILCD recommended CF | Comparative Toxic Unit for ecosystems (CTUe)	43400304599	580468695.543	1817622649.27	0	0	0	0	56639204978.5	771099912.458	1307487352.56	0	0	0	0	67448972328.4	198541.763314	817893.463078	0	0	0	0	1911654990.64	1232571.01893	1799592.35531	0	0	0	0	21582491945.4	27351.8926182	61019433.4969	0	0	0	0	23397433400.4	18447286.29	44564248.3761	0	0	0	0
Ecotoxicity freshwater endpoint | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	43400304599	580468695.543	1817622649.27	0	0	0	0	56639204978.5	771099912.458	1307487352.56	0	0	0	0	67448972328.4	198541.763314	817893.463078	0	0	0	0	1911654990.64	1232571.01893	1799592.35531	0	0	0	0	21582491945.4	27351.8926182	61019433.4969	0	0	0	0	23397433400.4	18447286.29	44564248.3761	0	0	0	0
GHG emissions AR5 (GWP100) | GWP100 (IPCC, 2010)	1.12198785641e+12	38897703378.1	91371116215.9	0	0	0	0	988260355012	37296971322.8	67161587796.3	0	0	0	0	1.97179971364e+12	216806459.964	444116731.627	0	0	0	0	53647530070.7	93820433.6221	165768591.136	0	0	0	0	359254650446	4657995.6002	958373767.598	0	0	0	0	589565933626	176205103.121	907172639.934	0	0	0	0
Nitrogen	128797824.721	1743225.29306	4785784.03107	0	0	0	0	96455117.3164	1981791.56434	3251533.23644	0	0	0	0	193782777.061	7289.28686237	15439.3711166	0	0	0	0	5942203.85059	10330.0137212	17600.0086089	0	0	0	0	45649234.3625	202.403440373	118778.960486	0	0	0	0	53357669.3201	6803.7865624	51882.1419674	0	0	0	0
Phosphorous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PM10	1019141624.44	9691836.83855	12586477.2467	0	0	0	0	6473142753.76	93883939.0062	196464589.105	0	0	0	0	1110107831.55	4770.30725697	126458.561916	0	0	0	0	32430211.477	326921.015903	470259.386261	0	0	0	0	3880785496.11	6567.03273893	16377375.1561	0	0	0	0	1476678657.9	1713642.12921	5654019.67447	0	0	0	0
PM25	955492372.911	8275025.1015	10088452.6358	0	0	0	0	6154452178.37	77820519.1743	178120475.696	0	0	0	0	1034406077.97	4620.32375188	122178.525076	0	0	0	0	30103530.8799	316699.746502	455558.290639	0	0	0	0	3742024714.81	6341.92202933	15819258.8122	0	0	0	0	1404779231.79	1022524.89314	4288531.99454	0	0	0	0
SOx	618617254.714	15274650.6572	16509038.2518	0	0	0	0	2183378183.81	54050072.0746	99146555.5686	0	0	0	0	175887067.783	16122.8850399	43461.1128205	0	0	0	0	2869706.2406	33213.1221668	50068.6935337	0	0	0	0	422727791.584	987.987876082	1574119.53458	0	0	0	0	255572004.856	1178826.88488	2667728.55994	0	0	0	0
NOx	3021042466.95	43671415.0515	121032639.6	0	0	0	0	2002062461.43	47080597.2991	74374571.5883	0	0	0	0	4016644670.19	183405.010847	381084.02307	0	0	0	0	124883693.418	241308.692069	416926.026127	0	0	0	0	893895126.496	4745.0931584	2083052.11359	0	0	0	0	1108346779.78	140218.760421	1087406.16032	0	0	0	0
Domestic Extraction Used - Crop and Crop Residue	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Domestic Extraction Used - Grazing and Fodder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Domestic Extraction Used - Forestry and Timber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Domestic Extraction Used â Fisheries	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Domestic Extraction Used - Non-metalic Minerals	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Domestic Extraction Used - Iron Ore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Domestic Extraction Used - Non-ferous metal ores	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unused Domestic Extraction - Crop and Crop Residue	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unused Domestic Extraction - Grazing and Fodder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unused Domestic Extraction - Forestry and Timber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unused Domestic Extraction â Fisheries	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unused Domestic Extraction - Coal and Peat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unused Domestic Extraction - Oil and Gas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unused Domestic Extraction - Non-metalic Minerals	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unused Domestic Extraction - Iron Ore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unused Domestic Extraction - Non-ferous metal ores	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Land use Crop, Forest, Pasture	463068.942625	0	0	0	0	0	0	261404.773918	0	0	0	0	0	0	436576.469205	0	0	0	0	0	0	22220.7566306	0	0	0	0	0	0	155377.841757	0	0	0	0	0	0	156814.654053	0	0	0	0	0	0
