stressor	Europe	Asia	America	Oceania	Africa	Other
PCB - non combustion - Pig iron production, blast furnace - air	13630.9361187	30987.5411593	13986.0211442	866.627311715	2456.76435379	7740.72228504
PCB - non combustion - Steel production: basic oxygen furnace - air	51134.7365068	41099.2578788	75099.6009157	2341.23005928	19256.7354918	33590.8717726
PCB - non combustion - Steel production: electric arc furnace - air	35562.0717208	108015.994912	61366.2826978	2280.47295808	13482.1375062	32987.9635111
PCDD/F - non combustion - Agglomeration plant - pellets - air	0.00961854337727	0.00624280662387	0.00713825284801	0.000226792804766	0.000882801037252	0.00239566337014
PCDD/F - non combustion - Agglomeration plant - sinter - air	5.47171484794	16.4463492756	5.5534380571	0.416566628163	1.1282295358	3.76843522218
PCDD/F - non combustion - Pig iron production, blast furnace - air	0.0136309361187	0.0309875411593	0.0139860211442	0.000866627311715	0.00245676435379	0.00774072228504
PCDD/F - non combustion - Secondary aluminium production - air	0.0662061599226	0.0501917136159	0.0731174617074	0.00331207104143	0.0152406003598	0.0307851124008
PCDD/F - non combustion - Steel production: basic oxygen furnace - air	0.113632747793	0.0913316841753	0.166888002035	0.00520273346508	0.0427927455373	0.0746463817168
PCDD/F - non combustion - Steel production: electric arc furnace - air	3.55620717208	10.8015994912	6.13662826978	0.228047295808	1.34821375062	3.29879635111
PM10 - non combustion - Agglomeration plant - pellets - air	42186593.76	27380730.8064	31308126.5263	994705.284061	3871934.37391	10507295.4831
PM10 - non combustion - Agglomeration plant - sinter - air	303984158.219	913686070.868	308524336.506	23142590.4535	62679418.6558	209357512.343
PM10 - non combustion - Aluminium ores and concentrates (Bauxite) - air	671232.959641	2483226.62007	2103754.79707	943449.472682	427153.442964	618326.963983
PM10 - non combustion - Bricks production - air	160800747.898	1022441599.71	421637884.935	17541983.0441	67373049.4887	226044393.628
PM10 - non combustion - Briquettes production - air	521344.976339	199598.583066	459758.244634	16324.0689971	61136.4060824	150821.033943
PM10 - non combustion - Carbon black production - air	1047676.26028	2374468.23179	2407594.05362	127955.551857	208750.197711	661665.997407
PM10 - non combustion - Cast iron production (grey iron foundries) - air	58312293.5743	94498532.0792	146008347.416	6134960.79768	22751226.8112	46625009.92
PM10 - non combustion - Cement production - air	449064111.471	1464445969.61	712917665.08	31607197.3827	137761986.468	398246843.67
PM10 - non combustion - Chemical wood pulp, dissolving grades - air	940162.217296	409813.006954	1165589.06627	17359.4805298	557324.655926	232547.550592
PM10 - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	12940732.3872	17412011.7159	42325258.2131	722000.527416	2039331.55663	5765803.99713
PM10 - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	1520728.55669	221482.583288	888274.248669	45266.2651314	48011.0895529	244020.375392
PM10 - non combustion - Chromium ores and concentrates - air	123834.742507	357646.685752	140641.222182	10932.847287	137786.225821	109463.472386
PM10 - non combustion - Copper ores and concentrates - air	387106.600355	285959.374538	382713.406537	27235.751233	29099.2541692	92652.751102
PM10 - non combustion - Fertilizer production (N-fertilizer) - air	12445667.2703	52621073.2309	41347137.2157	1053729.65159	3458710.39837	18880179.3111
PM10 - non combustion - Glass production - air	50982.4498874	299307.759311	41503.4709144	3185.68174179	25517.518599	45995.1558912
PM10 - non combustion - Gold ores and concentrates - air	8.06762123286	21.0333272356	30.0784235188	4.84048124678	7.27219853358	6.87348034133
PM10 - non combustion - Iron ores and concentrates - air	11416835.9378	39627134.5758	22152418.4565	6733808.44453	1846040.69497	7886712.07035
PM10 - non combustion - Lead ores and concentrates - air	152682.090965	181981.394403	98095.9715038	21660.17904	15144.6247929	137073.205484
PM10 - non combustion - Lime production - air	31853415.8499	158945266.072	62391675.9304	2734195.82059	12502315.3591	38887612.1408
PM10 - non combustion - Mining of antracite - air	791123.740003	489118.132353	267956.77315	30630.6348007	69870.0015966	387499.930538
PM10 - non combustion - Mining of bituminous coal - air	16538196.7658	81794580.274	21908268.5277	2527144.73481	4905867.39752	13384176.7229
PM10 - non combustion - Mining of coking coal - air	4230034.59919	14128127.9437	4448206.80871	1791189.59581	336072.608166	2590605.04303
PM10 - non combustion - Mining of lignite (brown coal) - air	12335201.3414	6231118.80286	4747553.11984	1059398.59279	427890.952403	3431050.63403
PM10 - non combustion - Mining of sub-bituminous coal - air	1357830.23121	5534156.54399	11555835.7357	538528.753573	169935.850717	1297673.04838
PM10 - non combustion - Molybdenum ores and concentrates - air	1357.76865343	1901.04461429	4852.26876157	48.8804046922	85.349300095	555.307897274
PM10 - non combustion - N- fertilizer production - air	2104176.07271	4072701.06235	1283888.23008	59177.7829504	149261.55463	894260.464726
PM10 - non combustion - Nickel ores and concentrates - air	103584.649766	356261.847376	109446.660127	16159.914725	17766.9443293	166666.053867
PM10 - non combustion - Nickel, unwrought - air	113819.801445	93014.6134207	128250.658378	56383.4521445	21986.111399	58125.047094
PM10 - non combustion - Oil refinery - air	84480119.2464	62746120.0855	102397764.493	5315155.94846	33547399.0633	63059186.4964
PM10 - non combustion - Pig iron production, blast furnace - air	272618722.374	619750823.185	279720422.884	17332546.2343	49135287.0757	154814445.701
PM10 - non combustion - Platinum ores and concentrates - air	4.23706671182	6.42216865068	48.7480911578	0.254133804183	2.30784182529	2.36977240928
PM10 - non combustion - Primary aluminium production - air	56932053.2387	24911403.7134	31401303.084	3124182.31723	6047936.68724	13882136.4217
PM10 - non combustion - Production of coke oven coke - air	142982726.091	721005010.557	147333819.442	9800053.46989	23115090.26	117158482.708
PM10 - non combustion - Production of gascoke - air	424683.864307	4632297.57469	593348.841671	45984.0327303	77314.8530075	681848.274872
PM10 - non combustion - Refined copper; unwrought, not alloyed - air	635950.886266	1152647.25903	1029300.08989	202232.997047	146734.230597	370941.39771
PM10 - non combustion - Refined lead, unwrought - air	463349.639404	1190892.47212	732275.903141	94833.1619281	78718.3653762	275816.529951
PM10 - non combustion - Secondary aluminium production - air	2648246.3969	2007668.54464	2924698.46829	132482.841657	609624.01439	1231404.49603
PM10 - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	10305694.6191	63231287.7981	14071888.7551	1447387.43407	1886482.64863	11352314.2945
PM10 - non combustion - Silver ores and concentrates - air	65.7701133473	254.734477796	462.293786195	53.8366397174	12.3782743531	73.6405872249
PM10 - non combustion - Steel production: basic oxygen furnace - air	454530991.172	365326736.701	667552008.14	20810933.8603	171170982.149	298585526.867
PM10 - non combustion - Steel production: electric arc furnace - air	106686215.162	324047984.736	184098848.093	6841418.87423	40446412.5186	98963890.5333
PM10 - non combustion - Steel production: open hearth furnace - air	159284612.519	33377307.2589	32153558.3855	2009638.16213	5205927.48821	16715660.136
PM10 - non combustion - Tin ores and concentrates - air	3152.16288299	7260.70482966	2878.07045179	134.831836077	292.507158444	1248.70302917
PM10 - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	714573.909183	1156030.83034	1176365.87621	170210.201144	96274.2795243	397872.018244
PM10 - non combustion - Zinc ores and concentrates - air	125358.464886	168965.696765	152612.703084	23374.2772387	12804.3290866	56459.6389167
PM10 - non combustion - Zinc, unwrought, not alloyed - air	815123.903518	1615835.89951	829800.288871	215303.186324	359006.618034	410348.675042
PM2.5 - non combustion - Agglomeration plant - pellets - air	42186593.76	27380730.8064	31308126.5263	994705.284061	3871934.37391	10507295.4831
PM2.5 - non combustion - Agglomeration plant - sinter - air	156439716.885	454247290.906	153824521.481	11538212.8322	31280873.986	104418395.863
PM2.5 - non combustion - Aluminium ores and concentrates (Bauxite) - air	75783.3885608	280360.678258	237517.638151	106517.114437	48226.3793491	69810.2080599
PM2.5 - non combustion - Bricks production - air	122547411.415	751635289.28	321476912.289	13136885.3684	51447323.8839	169212037.475
PM2.5 - non combustion - Briquettes production - air	107335.730423	41093.8259254	94656.1091895	3360.83773471	12586.9071346	31051.3893412
PM2.5 - non combustion - Carbon black production - air	947845.595836	2148210.60788	2178179.94624	115762.96122	188858.870847	598617.364288
PM2.5 - non combustion - Cast iron production (grey iron foundries) - air	37115422.3527	56321948.1083	95258738.5431	3783713.36222	16368511.5726	31677663.835
PM2.5 - non combustion - Cement production - air	354542084.796	1156199557.87	562857972.412	24954302.4445	108764919.397	314421176.423
PM2.5 - non combustion - Chemical wood pulp, dissolving grades - air	894292.859499	394133.936539	1122868.7435	16537.8510875	520685.494611	220633.072615
PM2.5 - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	12499020.6593	16847060.5024	40573247.6969	696575.50524	1927015.5651	5531289.35022
PM2.5 - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	1470801.59111	213635.634569	857602.097653	43768.0020432	46296.4013321	234449.619886
PM2.5 - non combustion - Chromium ores and concentrates - air	13981.1614939	40378.9435017	15878.6427799	1234.33779901	15556.3086403	12358.6196743
PM2.5 - non combustion - Copper ores and concentrates - air	43705.0199753	32285.3192502	43209.0206217	3074.96449451	3285.35727256	10460.659503
PM2.5 - non combustion - Fertilizer production (N-fertilizer) - air	9851429.71992	41246186.0159	32210455.4499	823518.632516	2698407.07563	14739299.9353
PM2.5 - non combustion - Glass production - air	49437.433255	290021.091145	40232.9851385	3087.88246093	24933.140472	44576.815188
PM2.5 - non combustion - Gold ores and concentrates - air	0.910848708888	2.37469985306	3.3959072243	0.546498895621	0.821044079029	0.776028089788
PM2.5 - non combustion - Iron ores and concentrates - air	1288980.97386	4473973.59438	2501047.23158	760258.885558	208421.260125	890423.744411
PM2.5 - non combustion - Lead ores and concentrates - air	17238.078166	20546.0213549	11075.2087155	2445.47253068	1709.8549301	15475.807383
PM2.5 - non combustion - Lime production - air	9078687.97603	39923003.6859	16226701.9825	725869.015639	3133845.13947	9838634.56886
PM2.5 - non combustion - Mining of antracite - air	89384.9630012	55383.8783115	31033.0327431	3547.6515047	7896.87299433	43804.3595457
PM2.5 - non combustion - Mining of bituminous coal - air	1916924.77351	9287632.58972	2667468.70592	319877.052203	556816.070572	1529550.22252
PM2.5 - non combustion - Mining of coking coal - air	493481.979177	1630320.19052	543585.979269	240178.426475	39306.8058981	303783.554094
PM2.5 - non combustion - Mining of lignite (brown coal) - air	2223891.8498	2013978.61901	1405149.50872	204540.662002	159173.898861	1807809.48178
PM2.5 - non combustion - Mining of sub-bituminous coal - air	170854.342335	661034.452998	1537476.78975	72094.1960057	21339.3306127	159229.717615
PM2.5 - non combustion - Molybdenum ores and concentrates - air	153.294482878	214.63129992	547.829726891	5.51868415965	9.63608696445	62.6952439473
PM2.5 - non combustion - N- fertilizer production - air	1052088.03636	2036350.53117	641944.11504	29588.8914751	74630.7773151	447130.232363
PM2.5 - non combustion - Nickel ores and concentrates - air	11694.8902008	40222.5927992	12356.7215406	1824.48295949	2005.91944467	18816.8923153
PM2.5 - non combustion - Nickel, unwrought - air	106017.658795	86638.6289857	119459.306444	52518.4679227	20479.0030113	54140.6796712
PM2.5 - non combustion - Oil refinery - air	72927097.6972	54164358.2023	88392798.3426	4588203.96774	28959103.379	54434593.1957
PM2.5 - non combustion - Pig iron production, blast furnace - air	180854768.175	411293873.33	185717702.318	11507000.1659	32623264.6737	102761512.841
PM2.5 - non combustion - Platinum ores and concentrates - air	0.478372327175	0.725074201538	5.50374572755	0.0286921560573	0.260559424669	0.267551497157
PM2.5 - non combustion - Primary aluminium production - air	46490523.3878	19003825.451	25419922.6141	2360742.60009	5077829.16263	11317449.7273
PM2.5 - non combustion - Production of coke oven coke - air	124269588.261	691157160.672	136896704.569	8798294.41469	21999414.5464	111387321.903
PM2.5 - non combustion - Production of gascoke - air	413822.219854	4513822.69611	578173.449582	44807.9526952	75337.4610816	664409.435879
PM2.5 - non combustion - Refined copper; unwrought, not alloyed - air	592357.596963	1073635.36281	958743.42024	188370.288877	136675.863035	345514.032147
PM2.5 - non combustion - Refined lead, unwrought - air	431587.855098	1109258.93534	682079.707201	88332.5192639	73322.3630284	256909.802962
PM2.5 - non combustion - Secondary aluminium production - air	2024893.65529	1535097.07507	2236273.55031	101298.604926	466128.756107	941552.551164
PM2.5 - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	9958467.62809	61290270.3942	13590095.1512	1401171.59741	1802656.27428	10948885.8396
PM2.5 - non combustion - Silver ores and concentrates - air	7.42556214486	28.7599731709	52.1937862636	6.0782518616	1.39752907175	8.31415256858
PM2.5 - non combustion - Steel production: basic oxygen furnace - air	386177704.63	312563059.204	560021327.992	17501220.148	143545160.176	251285926.44
PM2.5 - non combustion - Steel production: electric arc furnace - air	91555023.2426	278706637.949	157876015.268	5872619.64329	34812875.002	85129290.8207
PM2.5 - non combustion - Steel production: open hearth furnace - air	123139730.643	25802892.665	24856888.1055	1553590.73796	4024557.78208	12922403.0074
PM2.5 - non combustion - Tin ores and concentrates - air	355.884765695	819.746419524	324.939245341	15.2227528119	33.0245756363	140.98078096
PM2.5 - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	665591.153086	1076786.99639	1095728.11145	158542.59803	89674.8508413	370598.607087
PM2.5 - non combustion - Zinc ores and concentrates - air	14153.192446	19076.5260667	17230.2441515	2638.99724957	1445.63140485	6374.39311133
PM2.5 - non combustion - Zinc, unwrought, not alloyed - air	759248.62618	1505073.25517	772918.971716	200544.540189	334397.36015	382220.011504
Pb - non combustion - Agglomeration plant - pellets - air	33749.275008	21904.5846452	25046.501221	795.764227249	3097.54749913	8405.83638646
Pb - non combustion - Agglomeration plant - sinter - air	10639445.5377	31979012.4804	10798351.7777	809990.665873	2193779.65295	7327512.93202
Pb - non combustion - Glass production - air	321.000610402	1884.5303364	261.318150201	20.057996152	160.665857845	289.599129685
Pb - non combustion - Nickel, unwrought - air	4837.34156141	3953.12107038	5450.65298109	2396.29671614	934.409734458	2470.3145015
Pb - non combustion - Pig iron production, blast furnace - air	4089.2808356	9296.26234775	4195.80634325	259.988193514	737.029306135	2322.21668551
Pb - non combustion - Production of coke oven coke - air	1715792.71309	8652060.12666	1768005.8333	117600.641638	277381.08312	1405901.79249
Pb - non combustion - Production of gascoke - air	5096.20637169	55587.5708963	7120.18610006	551.808392764	927.778236091	8182.17929848
Pb - non combustion - Refined copper; unwrought, not alloyed - air	27027.9126663	48987.5085086	43745.2538204	8594.90237448	6236.20480036	15765.0094027
Pb - non combustion - Refined lead, unwrought - air	19692.3596747	50612.930065	31121.7258835	4030.40938193	3345.53052849	11722.2025229
Pb - non combustion - Steel production: basic oxygen furnace - air	56816373.8965	45665842.0877	83444001.0175	2601366.73254	21396372.7687	37323190.8584
Pb - non combustion - Steel production: electric arc furnace - air	11557673.3092	35105198.3464	19944041.8768	741153.711375	4381694.68951	10721088.1411
Pb - non combustion - Steel production: open hearth furnace - air	59731729.6945	12516490.2221	12057584.3945	753614.310799	1952222.80808	6268372.55099
Pb - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	30369.3911403	49131.3102893	49995.5497389	7233.93354861	4091.65687978	16909.5607754
Pb - non combustion - Zinc, unwrought, not alloyed - air	34642.7658995	68673.0257292	35266.512277	9150.38541877	15257.7812664	17439.8186893
SOx - non combustion - Agglomeration plant - sinter - air	945107368.808	2998431834.42	1040333989.83	65219135.717	218733083.064	700600561.59
SOx - non combustion - Bricks production - air	224333686.669	1609819830.36	437426435.678	24163365.6049	66881736.016	296448346.407
SOx - non combustion - Cement production - air	326573188.599	966834882.682	697128237.028	26745476.6018	145556530.452	345881877.756
SOx - non combustion - Chemical wood pulp, dissolving grades - air	5645229.99735	4128531.7964	8672206.69074	137191.451828	4975358.83687	1937678.64538
SOx - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	111384256.417	169401667.66	343636257.815	7465759.66636	18336751.5598	53538966.1932
SOx - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	16244082.1136	2305220.08124	7289158.36397	522354.9857	497505.454129	2546854.15112
SOx - non combustion - Glass production - air	286482.734118	2214361.40564	293526.785933	22665.4393786	90729.6317348	332195.175059
SOx - non combustion - Lime production - air	57342934.4191	126915849.354	68071541.254	3253892.80292	11092719.9552	34720766.12
SOx - non combustion - Nickel, unwrought - air	54322006.7927	63830476.1499	238317005.999	26744835.2534	57430446.5408	109437574.34
SOx - non combustion - Oil refinery - air	680197881.559	526864386.905	819737161.759	44112510.1656	314317793.188	577489084.02
SOx - non combustion - Pig iron production, blast furnace - air	70092665.511	72879284.6614	136832660.283	4282445.20161	34733144.2025	59308160.8486
SOx - non combustion - Production of coke oven coke - air	83421257.3217	212187863.602	73126808.5387	4081005.26941	13282692.9218	40656761.0934
SOx - non combustion - Production of gascoke - air	111300.415919	1214024.57229	155503.842772	12051.4161207	20262.5435522	178697.621843
SOx - non combustion - Refined copper; unwrought, not alloyed - air	360568528.871	949874433.367	1566477317.28	105633357.806	377483505.015	584326175.282
SOx - non combustion - Refined lead, unwrought - air	162188472.959	272981700.942	466684833.438	42729763.6501	159261849.64	221746541.251
SOx - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	114384255.947	784687959.826	148734862.312	17675393.9598	20659251.2923	134539379.559
SOx - non combustion - Sulphuric acid production - air	299374964.906	502435909.934	403528380.613	35883344.8405	76304865.4736	183809525.966
SOx - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	459359444.563	1308788878.97	2513679070.06	103262231.47	221960512.275	736946121.968
SOx - non combustion - Zinc, unwrought, not alloyed - air	428611239.343	635625911.893	1101057490.71	102045945.706	1019299278.74	440959489.453
Se - non combustion - Agglomeration plant - pellets - air	33749.275008	21904.5846452	25046.501221	795.764227249	3097.54749913	8405.83638646
Se - non combustion - Agglomeration plant - sinter - air	60796.8316438	182737.214174	61704.8673012	4628.5180907	12535.8837312	41871.5024687
Se - non combustion - Glass production - air	151.059110777	886.837805362	122.973247153	9.43905701267	75.6074625156	136.281943381
Se - non combustion - Steel production: basic oxygen furnace - air	42612.2804224	34249.3815658	62583.0007631	1951.02504941	16047.2795765	27992.3931438
TSP - non combustion - Agglomeration plant - pellets - air	42186593.76	27380730.8064	31308126.5263	994705.284061	3871934.37391	10507295.4831
TSP - non combustion - Agglomeration plant - sinter - air	1415330442.27	4492510514.27	1509710452.66	113249289.246	306231280.59	1024138840.31
TSP - non combustion - Aluminium ores and concentrates (Bauxite) - air	1321262.9397	4888012.80815	4141055.95928	1857097.16102	840813.916608	1217122.14871
TSP - non combustion - Bricks production - air	205339536.963	1356306683.1	532941792.261	22762439.6484	84926507.5128	292906838.664
TSP - non combustion - Briquettes production - air	828018.491833	317009.514281	730204.27089	25926.4625249	97098.9978956	239539.289203
TSP - non combustion - Carbon black production - air	1158058.82078	2624640.82154	2661256.76067	141436.874265	230743.996942	731378.741467
TSP - non combustion - Cast iron production (grey iron foundries) - air	90633910.4346	156573585.688	219357205.744	9799548.00877	30153204.8762	66804792.3179
TSP - non combustion - Cement production - air	476165649.506	1552826976.09	755943069.968	33514728.2679	146076081.54	422281500.872
TSP - non combustion - Chemical wood pulp, dissolving grades - air	958808.004741	413961.160501	1175664.50099	17676.8872605	576599.587583	237603.152425
TSP - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	13030705.2107	17497313.0676	42869704.6762	727346.401159	2090596.63214	5836716.46323
TSP - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	1528684.96104	223152.375681	894249.818104	45513.0584593	48385.4734002	246685.020253
TSP - non combustion - Chromium ores and concentrates - air	243757.779727	703995.989175	276839.854172	21520.3466072	271220.045386	215469.200725
TSP - non combustion - Copper ores and concentrates - air	761985.235402	562885.833315	753337.620448	53611.1765999	57279.3179393	182378.777046
TSP - non combustion - Fertilizer production (N-fertilizer) - air	14449980.4523	60358187.1041	46636137.3553	1198002.32808	3913638.93906	21411833.3046
TSP - non combustion - Glass production - air	52240.2140791	307000.399257	42545.5507383	3266.06916933	25877.3959214	47164.7971949
TSP - non combustion - Gold ores and concentrates - air	15.8804015705	41.4022514475	59.2067265309	9.52806084655	14.3146820705	13.5298404396
TSP - non combustion - Iron ores and concentrates - air	22473035.6227	78002522.9234	43605083.9144	13254908.617	3633768.45609	15524297.8238
TSP - non combustion - Lead ores and concentrates - air	300541.243469	358214.340767	193093.276812	42636.1539934	29810.859534	269816.527676
TSP - non combustion - Lime production - air	141351230.408	855476116.359	321207146.974	13685763.442	67424890.7327	207346623.615
TSP - non combustion - Mining of antracite - air	1556923.41579	961964.552272	523482.834643	59839.234127	137490.106059	762480.216543
TSP - non combustion - Mining of bituminous coal - air	32301157.3734	160736602.043	42138336.7012	4798781.18843	9641847.3923	26251764.0133
TSP - non combustion - Mining of coking coal - air	8245602.08362	27630880.2487	8545564.20613	3332874.5346	654597.179175	5041934.21967
TSP - non combustion - Mining of lignite (brown coal) - air	23286656.0092	11932004.7976	9082310.86685	2028987.45696	816424.348351	6590523.3591
TSP - non combustion - Mining of sub-bituminous coal - air	2583536.29542	10709377.8505	21563157.5347	1002634.95191	323557.26076	2489690.31602
TSP - non combustion - Molybdenum ores and concentrates - air	2672.64796327	3742.03882498	9551.26353085	96.2167698556	168.002577235	1093.07466842
TSP - non combustion - N- fertilizer production - air	4208352.14543	8145402.12469	2567776.46016	118355.565901	298523.109261	1788520.92945
TSP - non combustion - Nickel ores and concentrates - air	203897.256372	701270.056847	215436.107275	31809.3683097	34972.6644927	328067.442333
TSP - non combustion - Nickel, unwrought - air	119527.700723	97679.1624541	134682.244369	59211.0011449	23088.683252	61039.9345753
TSP - non combustion - Oil refinery - air	85099009.0161	63205901.3253	103148106.405	5354103.54471	33793226.1084	63521263.3403
TSP - non combustion - Pig iron production, blast furnace - air	1925986355.99	4379566902.94	1972129366.2	122236189.056	346370845.608	1092753498.29
TSP - non combustion - Platinum ores and concentrates - air	8.34029250047	12.641473141	95.9563223213	0.500240002177	4.5427832925	4.66468819049
TSP - non combustion - Primary aluminium production - air	70524240.7712	34862849.4193	39562973.5096	4439684.49803	7075803.3137	17252211.773
TSP - non combustion - Production of coke oven coke - air	168739615.787	820375980.169	169686943.183	11430826.7998	26378852.5343	133744313.345
TSP - non combustion - Production of gascoke - air	480134.124674	5237128.905	670821.40544	51988.0908119	87409.7237803	770876.061304
TSP - non combustion - Refined copper; unwrought, not alloyed - air	667842.908204	1210450.86063	1080918.00844	212374.690876	154092.741139	389543.575093
TSP - non combustion - Refined lead, unwrought - air	486585.957151	1250614.01613	768998.486083	99588.9085523	82665.9781395	289648.332082
TSP - non combustion - Secondary aluminium production - air	4362988.93459	3307636.19836	4818444.03492	218265.631494	1004356.25331	2028740.30017
TSP - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	10368080.6711	63440246.721	14162904.8375	1453767.22059	1915856.02617	11438897.7659
TSP - non combustion - Silver ores and concentrates - air	129.462673216	501.42237526	909.984586095	105.972681816	24.3655424324	144.955007588
TSP - non combustion - Steel production: basic oxygen furnace - air	502837507.558	413435940.992	754123014.923	23576757.3397	193019040.584	336633551.899
TSP - non combustion - Steel production: electric arc furnace - air	129400229.934	389786606.988	224608810.787	8306751.87886	48513209.7568	118992951.302
TSP - non combustion - Steel production: open hearth furnace - air	181803319.114	38097697.5646	36700740.8034	2293828.15329	5942068.50683	19079363.5845
TSP - non combustion - Tin ores and concentrates - air	6204.75490269	14292.0577271	5665.22810176	265.404589481	575.774569019	2457.96189151
TSP - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	750408.762597	1214004.11318	1235358.93234	178745.997832	101102.296123	417824.727499
TSP - non combustion - Zinc ores and concentrates - air	246757.092977	332594.08676	300404.659538	46010.2052709	25204.1936362	111135.824631
TSP - non combustion - Zinc, unwrought, not alloyed - air	856001.194477	1696867.745	871413.579439	226100.331339	377010.283388	430927.070685
Zn - non combustion - Agglomeration plant - pellets - air	26999.4200064	17523.6677161	20037.2009769	636.611381799	2478.0379993	6724.66910917
Zn - non combustion - Agglomeration plant - sinter - air	182390.494931	548211.642522	185114.601904	13885.5542721	37607.6511935	125614.507406
Zn - non combustion - Glass production - air	69.8648387346	410.162484982	56.8751268086	4.36556386838	34.9684514135	63.0303988139
Zn - non combustion - Nickel, unwrought - air	11381.9801445	9301.46134207	12825.0658378	5638.34521445	2198.6111399	5812.5047094
Zn - non combustion - Pig iron production, blast furnace - air	497529.168333	1131045.25232	510489.771763	31631.8968776	89671.8989133	282536.363404
Zn - non combustion - Refined copper; unwrought, not alloyed - air	63595.0886266	115264.725903	102930.008989	20223.2997047	14673.4230597	37094.139771
Zn - non combustion - Refined lead, unwrought - air	46334.9639404	119089.247212	73227.5903141	9483.31619281	7871.83653762	27581.6529951
Zn - non combustion - Steel production: basic oxygen furnace - air	56816373.8965	45665842.0877	83444001.0175	2601366.73254	21396372.7687	37323190.8584
Zn - non combustion - Steel production: electric arc furnace - air	16002932.2744	48607197.7105	27614827.214	1026212.83114	6066961.87779	14844583.58
Zn - non combustion - Steel production: open hearth furnace - air	1612756.70175	337945.235996	325554.778653	20347.5863916	52710.0158182	169246.058877
Zn - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	71457.3909183	115603.083034	117636.587621	17021.0201144	9627.42795243	39787.2018244
Zn - non combustion - Zinc, unwrought, not alloyed - air	81512.3903518	161583.589951	82980.0288871	21530.3186324	35900.6618034	41034.8675042
SF6 - air	1332538.65099	819939.069648	1328952.3044	16748.7982269	78323.4680598	261693.95013
HFC - air	148599593468	193501203536	369340270983	9924612431.09	7314561435.46	43496356180
PFC - air	43416637465.1	23150252443.1	44510734454.9	1040126229.04	1999039550.48	8946194415.46
CH4 - agriculture - air	20895833867.7	40959635539.1	34121138158.1	2337558689.91	15763183633.1	18834988222.9
CO2 - agriculture - peat decay - air	10059916274.1	27477458074.9	27237411461.7	1710307266.68	1006649590.97	6361759587.05
N - agriculture - water	8296336565.23	17648089819.9	8209467607.46	404521539.723	1701881962.79	4887023821.49
N2O - agriculture - air	1234109130.56	2256531691.43	1700483496.25	129451622.741	942912234.054	835577958.562
NH3 - agriculture - air	11373228795.3	16872923128.6	14991465865.1	775205924.486	4622771707.49	6257127361.92
NOX - agriculture - air	0	0	0	0	0	0
P - agriculture - soil	3269300740.82	10108525223.7	9546783937.8	670542971.387	1657167055.97	2897663732.71
P - agriculture - water	97641319.7566	301902401.119	285125369.924	20026515.1084	49493145.8529	86541965.2406
Pxx - agriculture - soil	0	0	0	0	0	0
CH4 - waste - air	16268230781.8	23079966088.7	15521068660.3	1224564112.87	8394677178.28	8365439895.39
CO - waste - air	1042678.68933	3012920.23146	1159401.02301	6911799.34564	106368.551766	151848.567854
CO2 - waste - biogenic - air	6725310441.42	7054749788.55	1081769790.46	42563367.8488	62426948.1275	398808078.291
CO2 - waste - fossil - air	109612120.784	325229039.374	39137890.0878	1145126.23779	2796301.2172	46942184.3039
Emissions nec - waste - undef	4440490931.28	4759679103.15	7569669647.84	1216527763.32	186389949.917	225112002.909
N - waste - water	553477900.169	728017746.601	862145070.023	47171876.9097	55134242.6356	30909250.7337
NH3 - waste - air	347.097402412	345.013118319	529.125411953	3.40030275655	12.8619561427	13.3704958413
NOX - waste - air	10857348.2093	2299721.85853	9222390.53441	235253.73765	170043.542868	231996.502351
P - waste - water	5335420.71514	15465202.6742	5814594.31306	35565961.1267	542578.551863	775291.651413
PM2.5 - waste - air	64228.7982431	64179.2612508	105621.407625	3839.06408699	2641.31393099	2853.04135351
SOx - waste - air	124385.154242	26346.328088	105654.571171	2695.13990706	1948.07165615	2657.82400752
Cropland - Cereal grains nec	923408.275449	718734.104604	987723.731955	76088.1045028	741451.805148	296777.332021
Cropland - Crops nec	41621.7250346	149190.397813	103065.96985	2156.25390704	88295.2173819	56063.8848653
Cropland - Fodder crops-Cattle	88457.3659254	40641.4630254	145060.314659	3452.73302449	14899.621681	26065.4162301
Cropland - Fodder crops-Meat animals nec	10914.5437011	5225.80383523	2045.88145021	110.790804944	916.944209688	1843.65111883
