stressor	Europe	Asia	America	Oceania	Africa	Other
PCB - non combustion - Pig iron production, blast furnace - air	4122.47861492	2515.81685859	5397.04262178	531.612697836	1014.20861208	5396.05528494
PCB - non combustion - Steel production: basic oxygen furnace - air	15939.8054244	18621.5878367	14762.122244	2220.54677356	4165.83356687	9237.17791133
PCB - non combustion - Steel production: electric arc furnace - air	17778.364264	11523.8678836	19409.1360395	2198.08589111	3912.19948718	17776.9337816
PCDD/F - non combustion - Agglomeration plant - pellets - air	0.00108269593777	0.00141556221401	0.0016990235642	0.000181190815533	0.000407689210285	0.00160899663685
PCDD/F - non combustion - Agglomeration plant - sinter - air	2.04297100384	1.01168898983	2.68715929793	0.254559561152	0.472603404931	2.71217998107
PCDD/F - non combustion - Pig iron production, blast furnace - air	0.00412247861492	0.00251581685859	0.00539704262178	0.000531612697836	0.00101420861208	0.00539605528494
PCDD/F - non combustion - Secondary aluminium production - air	0.0141679156509	0.016942382468	0.0156838102264	0.00206243345491	0.00412461600636	0.0119761013959
PCDD/F - non combustion - Steel production: basic oxygen furnace - air	0.0354217898319	0.0413813063038	0.0328047160979	0.00493454838569	0.00925740792639	0.0205270620252
PCDD/F - non combustion - Steel production: electric arc furnace - air	1.7778364264	1.15238678836	1.94091360395	0.219808589111	0.391219948718	1.77769337816
PM10 - non combustion - Agglomeration plant - pellets - air	4748666.39372	6208606.2018	7451857.73771	794696.559357	1788110.57143	7057002.7932
PM10 - non combustion - Agglomeration plant - sinter - air	113498389.102	56204943.8796	149286627.663	14142197.8418	26255744.7184	150676665.615
PM10 - non combustion - Aluminium ores and concentrates (Bauxite) - air	550762.46975	1180458.3568	516930.175092	33407.4847262	64856.8831052	544102.937759
PM10 - non combustion - Bricks production - air	150575972.901	129906477.247	153107803.235	17407812.7449	22641067.9424	143223817.601
PM10 - non combustion - Briquettes production - air	72893.7055451	143897.108553	84162.8423624	9246.76024179	17810.6316621	49159.3158725
PM10 - non combustion - Carbon black production - air	394542.056975	277227.806266	403971.974194	46423.4139472	86013.4946326	457321.951569
PM10 - non combustion - Cast iron production (grey iron foundries) - air	25356402.8195	23827356.2102	22052602.2477	3170496.74859	5758083.67728	19383557.413
PM10 - non combustion - Cement production - air	213140397.739	122220052.081	245688390.831	25546505.276	45644745.5259	239838420.849
PM10 - non combustion - Chemical wood pulp, dissolving grades - air	188169.274272	166840.761415	158460.89111	17359.4805298	33300.2765739	159226.21909
PM10 - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	3910284.65863	3221456.89039	2987681.82258	432903.401436	820607.283594	4424702.33738
PM10 - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	65769.5182556	194894.360024	162008.188261	17566.0006987	48011.0895529	147125.795159
PM10 - non combustion - Chromium ores and concentrates - air	122827.44473	143508.215607	122478.649332	9175.83564228	9036.70985425	51519.7249983
PM10 - non combustion - Copper ores and concentrates - air	58049.7251898	117417.632526	70276.6017657	7299.08250455	13984.4330191	63035.033149
PM10 - non combustion - Fertilizer production (N-fertilizer) - air	8948818.63742	6195519.05377	8636175.11463	1053729.65159	1838533.15587	8360545.26142
PM10 - non combustion - Glass production - air	30979.7170941	3042.61422614	41503.4709144	3185.68174179	5364.99563136	45995.1558912
PM10 - non combustion - Gold ores and concentrates - air	7.38862864884	11.3868702951	5.91614457607	0.494851311721	0.66931846712	4.22319296335
PM10 - non combustion - Iron ores and concentrates - air	5550765.73962	8670904.13598	5926361.22559	549071.964953	912052.468277	6979718.43645
PM10 - non combustion - Lead ores and concentrates - air	74239.4239885	163496.322456	70769.7578238	9139.20476757	13800.3158157	12302.2479927
PM10 - non combustion - Lime production - air	21485633.0628	9753103.35975	24684351.9132	2479544.89174	4279324.38823	24734758.1927
PM10 - non combustion - Mining of antracite - air	210549.873119	484871.135747	235337.213319	26966.0465188	42082.4573732	44078.6500594
PM10 - non combustion - Mining of bituminous coal - air	9447834.30484	5918251.47834	11631360.1346	1097352.77147	1446014.65467	12551208.4835
PM10 - non combustion - Mining of coking coal - air	1525121.5308	2133963.44659	1993964.15244	181842.684257	304313.264401	2375472.53575
PM10 - non combustion - Mining of lignite (brown coal) - air	1424983.53518	4053631.41202	2238579.30098	211350.910726	427348.585389	1302284.26244
PM10 - non combustion - Mining of sub-bituminous coal - air	1196877.80545	1818189.8178	557788.610003	101336.45722	169935.850717	1130215.49351
PM10 - non combustion - Molybdenum ores and concentrates - air	472.997740241	727.3319101	279.91843539	48.8804046922	85.349300095	417.59372929
PM10 - non combustion - N- fertilizer production - air	433825.90694	245528.374105	678129.672654	59177.7829504	119258.272362	699452.426769
PM10 - non combustion - Nickel ores and concentrates - air	102222.1312	185019.358086	93273.2326873	12434.1682867	16817.3577415	26198.2050358
PM10 - non combustion - Nickel, unwrought - air	25749.2715897	34830.4978267	29476.7076378	3228.72299451	7372.39049948	28543.4481546
PM10 - non combustion - Oil refinery - air	30451682.8475	42619053.4785	28614078.1476	4029105.75813	7166677.75863	12162261.9323
PM10 - non combustion - Pig iron production, blast furnace - air	82449572.2983	50316337.1718	107940852.435	10632253.9567	20284172.2417	107921105.699
PM10 - non combustion - Platinum ores and concentrates - air	4.21095501547	6.40266786397	0.964823283306	0.249725640828	0.389705662457	2.36977240928
PM10 - non combustion - Primary aluminium production - air	5466771.3355	8924393.20091	9145660.47756	985201.509061	2309252.79989	7668093.58502
PM10 - non combustion - Production of coke oven coke - air	70174918.4407	11027189.2658	99334982.8304	7996063.64617	14237374.9676	112083210.475
PM10 - non combustion - Production of gascoke - air	424683.864307	0	593348.841671	45984.0327303	77314.8530075	681848.274872
PM10 - non combustion - Refined copper; unwrought, not alloyed - air	202778.393239	172198.255928	226236.906878	23823.7300613	47777.7420607	244264.682212
PM10 - non combustion - Refined lead, unwrought - air	159821.500125	94664.9011228	195779.235963	18624.3713143	35833.6949092	219861.086033
PM10 - non combustion - Secondary aluminium production - air	566716.626035	677695.298718	627352.409056	82497.3381965	164984.640254	479044.055837
PM10 - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	6467688.04293	1200161.80567	8700895.15171	722888.968552	1277514.15934	9785894.89049
PM10 - non combustion - Silver ores and concentrates - air	60.6919109821	108.306883055	35.8109381579	5.16121800427	8.77466521928	49.8311373787
PM10 - non combustion - Steel production: basic oxygen furnace - air	141687159.328	165525225.215	131218864.391	19738193.5428	37029631.7056	82108248.1008
PM10 - non combustion - Steel production: electric arc furnace - air	53335092.7921	34571603.6508	58227408.1185	6594257.67333	11736598.4615	53330801.3447
PM10 - non combustion - Steel production: open hearth furnace - air	3174311.90697	14783626.64	17574469.8779	1436335.97696	4315578.72243	15250313.4597
PM10 - non combustion - Tin ores and concentrates - air	751.532243517	563.721544485	1064.60957024	105.603302613	162.45928778	1199.80462169
PM10 - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	204210.796489	187829.30024	231271.740368	26020.6113544	52570.9288506	245167.682566
PM10 - non combustion - Zinc ores and concentrates - air	35468.69725	70884.6318572	38277.8104532	4013.05979444	6928.08869805	30292.3342418
PM10 - non combustion - Zinc, unwrought, not alloyed - air	265243.580001	178871.858087	317743.456492	27017.6965901	51699.9099419	321578.048821
PM2.5 - non combustion - Agglomeration plant - pellets - air	4748666.39372	6208606.2018	7451857.73771	794696.559357	1788110.57143	7057002.7932
PM2.5 - non combustion - Agglomeration plant - sinter - air	56385183.7334	28390723.2837	74660342.1182	7063715.55247	13173038.3635	75245525.2572
PM2.5 - non combustion - Aluminium ores and concentrates (Bauxite) - air	62182.0571387	133275.836724	58362.3312222	3771.76412374	7322.45683501	61430.1841962
PM2.5 - non combustion - Bricks production - air	113121766.246	100426174.36	114090727.989	13002715.0692	16946593.436	105288067.119
PM2.5 - non combustion - Briquettes production - air	15007.5276122	29625.8752904	17327.6440158	1903.74475566	3666.89475397	10121.0356208
PM2.5 - non combustion - Carbon black production - air	356947.050586	250811.405369	365478.412653	41999.8334617	77817.4662926	413744.793223
PM2.5 - non combustion - Cast iron production (grey iron foundries) - air	16933883.3935	16548915.2857	14227955.0943	2132342.12908	3846338.39222	11652078.1955
PM2.5 - non combustion - Cement production - air	168277176.996	96494355.6204	193974250.158	20169305.4698	36037133.2854	189355621.102
PM2.5 - non combustion - Chemical wood pulp, dissolving grades - air	178071.63932	158543.523929	150362.420696	16537.8510875	31809.2436814	152229.656533
PM2.5 - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	3751761.18851	3087634.36258	2886375.25349	416261.549862	790035.346239	4269567.60606
PM2.5 - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	63116.707592	187855.198308	156341.523642	16909.3099624	46296.4013321	142314.500907
PM2.5 - non combustion - Chromium ores and concentrates - air	13867.435793	16202.3314094	13828.0561754	1035.96807615	1020.26052857	5816.66809117
PM2.5 - non combustion - Copper ores and concentrates - air	6553.91666444	13256.6584251	7934.35265932	824.07932691	1578.86722646	7116.76675209
PM2.5 - non combustion - Fertilizer production (N-fertilizer) - air	6987927.48492	4830445.08317	6768596.0379	823518.632516	1438269.22035	6557362.3411
PM2.5 - non combustion - Glass production - air	30056.3972525	2964.04236538	40232.9851385	3087.88246093	5198.24838731	44576.815188
PM2.5 - non combustion - Gold ores and concentrates - air	0.834189245009	1.2855977998	0.667943188355	0.05586958849	0.0755672389686	0.476805956431
PM2.5 - non combustion - Iron ores and concentrates - air	626691.27136	978960.415863	669096.666158	61991.1961567	102972.337098	788022.558663
PM2.5 - non combustion - Lead ores and concentrates - air	8381.76229854	18459.0240318	7990.03085067	1031.8323856	1558.08006848	1388.94556117
PM2.5 - non combustion - Lime production - air	5403833.70403	2559518.70757	6279735.28578	630340.802829	1100736.07692	6298695.77188
PM2.5 - non combustion - Mining of antracite - air	23837.1463894	54904.3848818	26585.072692	3047.95309165	4759.61009509	5031.48946417
PM2.5 - non combustion - Mining of bituminous coal - air	1084406.40862	721060.842741	1322288.86081	124912.510458	166192.575391	1435506.63477
PM2.5 - non combustion - Mining of coking coal - air	180033.604	276157.801007	232545.476829	20730.0093867	35721.1198045	279494.713451
PM2.5 - non combustion - Mining of lignite (brown coal) - air	807789.439631	1745269.08701	786610.602955	99888.6228098	158747.997732	178576.441531
PM2.5 - non combustion - Mining of sub-bituminous coal - air	152682.52874	241495.236031	64774.9891066	12479.2325017	21339.3306127	140323.463435
PM2.5 - non combustion - Molybdenum ores and concentrates - air	53.4022816108	82.1170593074	31.603286534	5.51868415965	9.63608696445	47.1470707642
PM2.5 - non combustion - N- fertilizer production - air	216912.95347	122764.187053	339064.836326	29588.8914751	59629.1361809	349726.213384
PM2.5 - non combustion - Nickel ores and concentrates - air	11541.0594444	20889.0128289	10530.7129716	1403.83959572	1898.70943907	2957.82369341
PM2.5 - non combustion - Nickel, unwrought - air	23984.2053401	32442.9298539	27456.132352	3007.39984107	6867.02639222	26586.8461277
PM2.5 - non combustion - Oil refinery - air	26286757.9163	36790102.3981	24700623.7311	3478048.90042	6186515.14253	10498921.6797
PM2.5 - non combustion - Pig iron production, blast furnace - air	54730983.93	33401863.105	71633640.483	7057131.32229	13462357.7035	71618212.8175
PM2.5 - non combustion - Platinum ores and concentrates - air	0.475424270465	0.722872528222	0.108930255467	0.0281944666164	0.0439984586844	0.267551497157
PM2.5 - non combustion - Primary aluminium production - air	4408242.10178	7359437.55807	7348713.92512	802782.642139	1880357.00302	6027109.07763
PM2.5 - non combustion - Production of coke oven coke - air	67188881.1084	9293828.30824	94221889.0999	7577678.52932	13348754.2358	106521021.841
PM2.5 - non combustion - Production of gascoke - air	413822.219854	0	578173.449582	44807.9526952	75337.4610816	664409.435879
PM2.5 - non combustion - Refined copper; unwrought, not alloyed - air	188878.299141	160394.375234	210728.773867	22190.6562198	44502.6637852	227520.77763
PM2.5 - non combustion - Refined lead, unwrought - air	148866.023779	88175.7924344	182358.921506	17347.7041623	33377.3595809	204790.004072
PM2.5 - non combustion - Secondary aluminium production - air	433321.046617	518177.202922	479684.184302	63078.8497958	126150.025792	366285.127549
PM2.5 - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	6253610.52144	1143735.81851	8423170.20414	698684.397499	1234533.4088	9484753.64979
PM2.5 - non combustion - Silver ores and concentrates - air	6.85222411444	12.2280386928	4.04311826791	0.582710642926	0.990675225722	5.62602356181
PM2.5 - non combustion - Steel production: basic oxygen furnace - air	119195210.292	138999851.69	111129549.815	16622576.2429	31225847.6034	70026517.3871
PM2.5 - non combustion - Steel production: electric arc furnace - air	45867482.1008	29713654.0442	50078367.8595	5670755.35087	10090652.3926	45837186.1844
PM2.5 - non combustion - Steel production: open hearth furnace - air	2453934.65731	11428855.5148	13586372.917	1110393.55302	3336264.45819	11789601.6005
PM2.5 - non combustion - Tin ores and concentrates - air	84.8493197607	63.645159601	120.196303784	11.9227996783	18.3419409823	135.460064254
PM2.5 - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	190212.513725	174953.939576	215418.478578	24236.945252	48967.2862426	228361.878935
PM2.5 - non combustion - Zinc ores and concentrates - air	4004.47866398	8003.00033226	4321.63251397	453.081549933	782.193469864	3420.05812332
PM2.5 - non combustion - Zinc, unwrought, not alloyed - air	247061.609713	166610.513971	295962.714108	25165.6820884	48155.9741133	299534.452029
Pb - non combustion - Agglomeration plant - pellets - air	3798.93311498	4966.88496144	5961.48619017	635.757247485	1430.48845714	5645.60223456
Pb - non combustion - Agglomeration plant - sinter - air	3972443.61858	1967173.03579	5225031.96821	494976.924464	918951.065146	5273683.29654
Pb - non combustion - Glass production - air	195.057477999	19.1572006831	261.318150201	20.057996152	33.7796021233	289.599129685
Pb - non combustion - Nickel, unwrought - air	1094.34404256	1480.29615763	1252.76007461	137.220727267	313.326596228	1213.09654657
Pb - non combustion - Pig iron production, blast furnace - air	1236.74358447	754.745057578	1619.11278653	159.48380935	304.262583624	1618.81658548
Pb - non combustion - Production of coke oven coke - air	842099.021286	132326.27119	1192019.79396	95952.7637539	170848.499611	1344998.5257
Pb - non combustion - Production of gascoke - air	5096.20637169	0	7120.18610006	551.808392764	927.778236091	8182.17929848
Pb - non combustion - Refined copper; unwrought, not alloyed - air	8618.08171266	7318.42587691	9615.06854231	1012.5085276	2030.55403758	10381.248994
Pb - non combustion - Refined lead, unwrought - air	6792.41375531	4023.25829772	8320.61752843	791.535780857	1522.93203364	9344.09615638
Pb - non combustion - Steel production: basic oxygen furnace - air	17710894.916	20690653.1519	16402358.0489	2467274.19285	4628703.9632	10263531.0126
Pb - non combustion - Steel production: electric arc furnace - air	5777968.38581	3745257.06217	6307969.21283	714377.914611	1271464.83333	5777503.47901
Pb - non combustion - Steel production: open hearth furnace - air	1190366.96511	5543859.99	6590426.2042	538625.99136	1618342.02091	5718867.54739
Pb - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	8678.95885079	7982.7452602	9829.04896565	1105.87598256	2234.26447615	10419.6265091
Pb - non combustion - Zinc, unwrought, not alloyed - air	11272.8521501	7602.05396872	13504.0969009	1148.25210508	2197.24617253	13667.0670749
SOx - non combustion - Agglomeration plant - sinter - air	381177612.019	188426079.921	489395205.469	47218350.4937	86587994.0189	489121043.84
SOx - non combustion - Bricks production - air	187078245.743	110117979.223	213655104.578	23477430.435	30467282.0799	228155586.594
SOx - non combustion - Cement production - air	180063257.051	129785996.824	181122758.442	21522097.0495	37779358.5494	161540105.532
SOx - non combustion - Chemical wood pulp, dissolving grades - air	1682928.689	1191486.80351	1265611.30749	137191.451828	234740.64603	1274372.79246
SOx - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	34766179.3262	27084782.576	28606449.5317	3859223.3028	7311488.83154	40288143.9216
SOx - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	586784.214824	1973527.42356	1742307.85216	176789.4232	497505.454129	1507738.93404
SOx - non combustion - Glass production - air	212053.642605	9588.10685109	293526.785933	22665.4393786	38362.1228945	332195.175059
SOx - non combustion - Lime production - air	18077784.1325	11843471.0441	22440662.1221	2286219.2743	4306842.75471	22204539.5022
SOx - non combustion - Nickel, unwrought - air	48880744.1537	56936672.017	32462381.8977	6123458.48849	10883706.7167	15216054.7918
SOx - non combustion - Oil refinery - air	276776076.963	385985670.47	254473031.681	36396209.0236	63700940.793	93974888.4458
SOx - non combustion - Pig iron production, blast furnace - air	29112271.9377	32040360.1944	24732049.7503	3880427.66495	7036073.96179	15281123.0942
SOx - non combustion - Production of coke oven coke - air	22939920.2285	9297533.80323	33093720.8078	2818212.39462	5400283.87615	36200439.9352
SOx - non combustion - Production of gascoke - air	111300.415919	0	155503.842772	12051.4161207	20262.5435522	178697.621843
SOx - non combustion - Refined copper; unwrought, not alloyed - air	316653659.991	284452043.153	236417554.585	36419484.0511	62293283.6149	181993794.829
SOx - non combustion - Refined lead, unwrought - air	114427109.677	116385843.319	89487062.6145	13164563.9177	22668191.3655	53674431.459
SOx - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	77887973.6224	11204596.5785	106328584.846	8637151.00823	15150181.0815	120099766.879
SOx - non combustion - Sulphuric acid production - air	94174090.3952	81367533.0344	104056153.652	11926606.5474	22631028.7197	95474345.4948
SOx - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	383111129.279	357156005.581	282548619.827	47323881.2204	82759243.3283	250561509.064
SOx - non combustion - Zinc, unwrought, not alloyed - air	378482674.078	301286020.213	265351341.163	29000591.4118	40484541.1285	158212660.554
Se - non combustion - Agglomeration plant - pellets - air	3798.93311498	4966.88496144	5961.48619017	635.757247485	1430.48845714	5645.60223456
Se - non combustion - Agglomeration plant - sinter - air	22699.6778205	11240.9887759	29857.3255326	2828.43956836	5251.14894369	30135.3331231
Se - non combustion - Glass production - air	91.7917543525	9.01515326263	122.973247153	9.43905701267	15.8962833521	136.281943381
Se - non combustion - Steel production: basic oxygen furnace - air	13283.171187	15517.9898639	12301.7685367	1850.45564464	3471.5279724	7697.64825945
TSP - non combustion - Agglomeration plant - pellets - air	4748666.39372	6208606.2018	7451857.73771	794696.559357	1788110.57143	7057002.7932
TSP - non combustion - Agglomeration plant - sinter - air	558553500.423	269500675.717	727374100.535	69030276.2075	127281430.042	735839291.773
TSP - non combustion - Aluminium ores and concentrates (Bauxite) - air	1084127.39482	2323628.26689	1017531.5037	65759.6901988	127665.059947	1071018.69286
TSP - non combustion - Bricks production - air	194105165.954	161125503.436	199683616.436	22625000.1574	29368434.688	190086074.261
TSP - non combustion - Briquettes production - air	115772.355866	228542.466526	133670.396693	14686.0309723	28287.4738164	78076.5605034
TSP - non combustion - Carbon black production - air	436110.778274	306436.366446	446534.226078	51314.5577986	95075.8263234	505505.125992
TSP - non combustion - Cast iron production (grey iron foundries) - air	37089600.815	33173686.582	33657352.3303	4601191.84822	8431645.39263	31855046.7004
TSP - non combustion - Cement production - air	226003667.033	129596173.453	260515969.119	27088266.3892	48399458.6624	254312946.689
TSP - non combustion - Chemical wood pulp, dissolving grades - air	192646.436896	170254.658176	161902.699968	17676.8872605	33836.9074504	161659.963587
TSP - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	3957542.64738	3263874.69722	3006790.35115	437375.630017	828292.6653	4457091.73426
TSP - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	66552.3401241	196483.803391	163165.482505	17729.0844363	48385.4734002	147877.695811
TSP - non combustion - Chromium ores and concentrates - air	241775.002805	282483.278122	241088.429795	18061.8239923	17787.9671368	101412.039331
TSP - non combustion - Copper ores and concentrates - air	114265.76936	231126.264132	138333.298607	14367.6007987	27527.1242502	124078.908829
TSP - non combustion - Fertilizer production (N-fertilizer) - air	10163109.5013	6989141.45632	9886784.87147	1198002.32808	2093439.81477	9593479.00192
TSP - non combustion - Glass production - air	31721.8566442	3098.21723179	42545.5507383	3266.06916933	5503.29293194	47164.7971949
TSP - non combustion - Gold ores and concentrates - air	14.543864494	22.4140508954	11.6454093351	0.974071206496	1.31749442985	8.31298324898
TSP - non combustion - Iron ores and concentrates - air	10926193.2886	17067910.811	11665519.9095	1080799.78508	1795294.92419	13738960.7694
TSP - non combustion - Lead ores and concentrates - air	146133.764994	321828.105332	139304.032856	17989.719343	27164.7057575	24215.8912405
TSP - non combustion - Lime production - air	115474434.115	49479959.4511	130625376.543	13137835.9567	22316772.1882	130770338.433
TSP - non combustion - Mining of antracite - air	414114.912349	953604.713651	463163.882332	53062.8052923	82792.7735757	86485.6842688
TSP - non combustion - Mining of bituminous coal - air	18507100.293	11380734.1609	22849108.765	2154859.75915	2831432.11056	24612139.4258
TSP - non combustion - Mining of coking coal - air	2962187.7046	4021424.22437	3887204.78075	356926.357721	592081.709244	4618464.83411
TSP - non combustion - Mining of lignite (brown coal) - air	2747870.06044	7762062.48189	4268279.99543	404955.129575	815374.914179	2472815.49819
TSP - non combustion - Mining of sub-bituminous coal - air	2266715.62659	3394824.75835	1088808.84482	194194.206207	323557.26076	2160064.87369
TSP - non combustion - Molybdenum ores and concentrates - air	931.054376527	1431.68878088	550.994776861	96.2167698556	168.002577235	821.996462535
TSP - non combustion - N- fertilizer production - air	867651.81388	491056.74821	1356259.34531	118355.565901	238516.544724	1398904.85354
TSP - non combustion - Nickel ores and concentrates - air	201215.258625	364194.304606	183600.140376	24475.5647158	33103.4869612	51568.8583273
TSP - non combustion - Nickel, unwrought - air	27040.5605118	36577.1971785	30954.9221147	3390.63880719	7742.10527561	29974.8610112
TSP - non combustion - Oil refinery - air	30674828.9813	42931346.0846	28823742.4087	4058629.33899	7219190.1683	12251372.4612
TSP - non combustion - Pig iron production, blast furnace - air	581970122.769	354731990.145	762478624.054	75053549.6706	143204820.802	762536328.768
TSP - non combustion - Platinum ores and concentrates - air	8.28889392687	12.6030875605	1.89916962402	0.491562921009	0.767101260152	4.66468819049
TSP - non combustion - Primary aluminium production - air	6939134.51714	10840270.7156	11686844.5146	1225585.4787	2876637.25424	10200552.3707
TSP - non combustion - Production of coke oven coke - air	79884558.0098	13153772.8093	113502075.921	9139633.08224	16341988.8358	127969286.318
TSP - non combustion - Production of gascoke - air	480134.124674	0	670821.40544	51988.0908119	87409.7237803	770876.061304
TSP - non combustion - Refined copper; unwrought, not alloyed - air	212947.437902	180833.750703	237582.362248	25018.4558462	50173.7270823	256514.204576
TSP - non combustion - Refined lead, unwrought - air	167836.318405	99412.20971	205597.282959	19558.3567389	37630.7031512	230886.80316
TSP - non combustion - Secondary aluminium production - air	933666.28246	1116503.77124	1033563.80358	135914.457999	271812.381449	789225.623885
TSP - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	6502918.22475	1221664.02918	8739197.97751	727079.336638	1285111.7662	9818944.10534
TSP - non combustion - Silver ores and concentrates - air	119.466679293	213.192556533	70.4906765143	10.159402894	17.2721553612	98.0882033813
TSP - non combustion - Steel production: basic oxygen furnace - air	160196403.488	186073008.911	147408239.523	22233853.8902	41596561.6198	92258084.5197
TSP - non combustion - Steel production: electric arc furnace - air	64215539.443	41729166.5496	70041919.5491	7939011.64089	14141375.6792	64341518.8513
TSP - non combustion - Steel production: open hearth furnace - air	3623321.97522	16873919.4471	20059423.4671	1639431.71497	4925778.88474	17406741.9366
TSP - non combustion - Tin ores and concentrates - air	1479.32500495	1109.63619164	2095.59013781	207.870796641	319.786793943	2361.70968475
TSP - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	214451.674114	197248.669398	242869.685393	27325.5075753	55207.2852933	257462.489099
TSP - non combustion - Zinc ores and concentrates - air	69817.0054415	139530.152269	75346.4972749	7899.35462052	13637.3321783	59627.7909414
TSP - non combustion - Zinc, unwrought, not alloyed - air	278545.163905	187842.024409	333677.833665	28372.595201	54292.5860395	337704.725282
Zn - non combustion - Agglomeration plant - pellets - air	3039.14649198	3973.50796915	4769.18895214	508.605797988	1144.39076571	4516.48178765
Zn - non combustion - Agglomeration plant - sinter - air	68099.0334615	33722.9663278	89571.9765979	8485.3187051	15753.4468311	90405.9993693
Zn - non combustion - Glass production - air	42.4536863882	4.16950838396	56.8751268086	4.36556386838	7.35203105038	63.0303988139
Zn - non combustion - Nickel, unwrought - air	2574.92715897	3483.04978267	2947.67076378	322.872299451	737.239049948	2854.34481546
Zn - non combustion - Pig iron production, blast furnace - air	150470.469445	91827.3153386	196992.055695	19403.863471	37018.6143411	196956.017901
Zn - non combustion - Refined copper; unwrought, not alloyed - air	20277.8393239	17219.8255928	22623.6906878	2382.37300613	4777.77420607	24426.4682212
Zn - non combustion - Refined lead, unwrought - air	15982.1500125	9466.49011228	19577.9235963	1862.43713143	3583.36949092	21986.1086033
Zn - non combustion - Steel production: basic oxygen furnace - air	17710894.916	20690653.1519	16402358.0489	2467274.19285	4628703.9632	10263531.0126
Zn - non combustion - Steel production: electric arc furnace - air	8000263.91882	5185740.54763	8734111.21778	989138.651001	1760489.76923	7999620.20172
Zn - non combustion - Steel production: open hearth furnace - air	32139.908058	149684.21973	177941.507514	14542.9017667	43695.2345646	154409.42378
Zn - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	20421.0796489	18782.930024	23127.1740368	2602.06113544	5257.09288506	24516.7682566
Zn - non combustion - Zinc, unwrought, not alloyed - air	26524.3580001	17887.1858087	31774.3456492	2701.76965901	5169.99099419	32157.8048821
SF6 - air	110339.268552	160460.69036	176751.931377	16303.8593764	36909.9234545	164912.152449
HFC - air	26327996209.7	22805015236.8	29914828724.8	2927730898.56	6054829796.42	34436914361.9
PFC - air	4118358781.77	6100037101.85	5851004362.36	672317738.452	1531758539.01	6319210291.29
CH4 - agriculture - air	9523457706.7	9276634309.52	5432506843.82	699504181.221	1449882751.98	5738016491.78
CO2 - agriculture - peat decay - air	3758798403.03	3977786026.2	2291370135.51	319598268.783	783099482.137	3796941517.77
N - agriculture - water	2164895422.9	2113916763.05	1801315611.73	206052533.679	475176986.914	1988284726.58
N2O - agriculture - air	478206711.207	432415978.236	288382512.681	34123803.54	73159869.512	324098211.574
NH3 - agriculture - air	3254088543.96	3365331741.55	2094213549.88	264800255.379	622399243.338	2492874836.98
NOX - agriculture - air	0	0	0	0	0	0
P - agriculture - soil	1703671630.51	1663466663.77	953389424.819	129529508.507	286871365.864	1377265096.47
P - agriculture - water	50882056.9359	49681290.6791	28474040.4941	3868543.50845	8567733.89296	41133561.0686
Pxx - agriculture - soil	0	0	0	0	0	0
CH4 - waste - air	1699544606.73	1408049614.32	1635068327.54	139320455.809	268492863.286	704424170.077
CO - waste - air	205794.01592	190280.68405	171481.69666	5648.29525734	27060.5169683	150217.054811
CO2 - waste - biogenic - air	151184494.468	173652438.016	347024883.236	21676545.6678	52225529.644	189954232.178
CO2 - waste - fossil - air	10436165.3228	7632518.14764	12192005.012	1089717.24061	2229436.46457	6407892.84819
Emissions nec - waste - undef	242017857.202	216550963.06	241504237.404	18114768.3507	43975349.8369	177614384.841
N - waste - water	32274149.2471	25357647.9081	33105861.9098	2506164.07238	5515825.75251	23184205.6342
NH3 - waste - air	15.2288194708	13.8842197589	17.1467686794	1.3231528899	3.08274148854	11.9823941246
NOX - waste - air	203144.448196	355647.97045	385764.830885	26409.2086635	68493.0142154	208466.809937
P - waste - water	1054809.19551	976118.308752	880419.555845	28818.8500103	138772.901577	771183.080066
PM2.5 - waste - air	3080.45995185	2772.48260383	3241.41332371	253.75080034	591.106698717	2307.69967404
SOx - waste - air	2327.28591137	4074.41364204	4419.44175188	302.552099251	784.677250235	2388.26054102
Cropland - Cereal grains nec	266204.249768	232736.926686	131502.349081	14429.0048974	35814.6948219	176495.181101
Cropland - Crops nec	38065.2324039	27569.240605	18000.7791333	2121.8305889	3558.41871659	19376.7212041
Cropland - Fodder crops-Cattle	16521.0268146	23564.6336436	7317.06419217	1345.47172296	4007.98653164	13787.5547844
