stressor	Europe	Asia	America	Oceania	Africa	Other
PCDD/F - non combustion - Pig iron production, blast furnace - air	0.0027132801288	0.0112024191287	0.00138248930419	0.000177881302059	0.000624682941615	0.0028764618848
PCDD/F - non combustion - Secondary aluminium production - air	0.0148387461302	0.013081065586	0.00921402366265	0.000648288537015	0.00479361089741	0.0223815243892
PCDD/F - non combustion - Steel production: basic oxygen furnace - air	0.0220670902914	0.0195817493899	0.0216145471379	0.000142397104895	0.014522110128	0.0663989365188
PCDD/F - non combustion - Steel production: electric arc furnace - air	0.503256798172	3.7950358702	0.676246220919	0.00437447148198	0.414415669355	1.86652970457
PM10 - non combustion - Agglomeration plant - pellets - air	10653610.9777	8320074.76818	3834607.78557	106197.792274	902377.041739	4232071.89174
PM10 - non combustion - Agglomeration plant - sinter - air	54543202.334	337324048.036	25648834.9066	4778900.65232	15772872.4942	71996710.3973
PM10 - non combustion - Aluminium ores and concentrates (Bauxite) - air	35788.7154527	472831.142463	350573.84805	1346083.52206	523029.708154	162211.37105
PM10 - non combustion - Bricks production - air	2561664.88846	323392134.353	59114409.2901	146436.132688	57969219.7396	173679087.267
PM10 - non combustion - Briquettes production - air	104736.85152	19721.1785165	62288.6683771	9852.44844982	43938.9556448	136632.261729
PM10 - non combustion - Carbon black production - air	182551.148554	824627.780063	322331.403487	39366.4940315	53095.342266	243528.529184
PM10 - non combustion - Cast iron production (grey iron foundries) - air	9444945.77974	27782632.0673	19963421.1685	1574029.02176	7358694.24889	33424776.8301
PM10 - non combustion - Cement production - air	66220780.3581	527917765.752	74764440.0587	3227744.04476	41474270.7022	178473511.387
PM10 - non combustion - Chemical wood pulp, dissolving grades - air	213398.901684	95033.5609138	153678.253127	0	213188.171737	48058.0155285
PM10 - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	2534969.21792	5581805.45951	6176736.3648	157803.4566	485790.769665	860531.125516
PM10 - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	413289.492899	10392.8155232	113703.422361	15120.1692558	0	82869.0519128
PM10 - non combustion - Chromium ores and concentrates - air	286.842089587	76965.9419887	4418.00890424	2613.46340545	226426.593735	147835.730041
PM10 - non combustion - Copper ores and concentrates - air	92081.7261313	60768.5996473	74554.0596459	23159.2773172	17495.0750546	62003.7703582
PM10 - non combustion - Fertilizer production (N-fertilizer) - air	931747.518971	18080336.7723	5181677.98695	0	706404.898817	10133153.6977
PM10 - non combustion - Glass production - air	5025.17520387	116604.047771	0	0	8442.41252361	0
PM10 - non combustion - Gold ores and concentrates - air	0.156037239201	3.49210576426	5.78119811217	5.05996174834	9.958196097	5.63150730123
PM10 - non combustion - Iron ores and concentrates - air	1465651.0052	11212101.0366	3974572.84123	8029228.49878	1698232.06741	2209088.5216
PM10 - non combustion - Lead ores and concentrates - air	23583.1363444	6690.415066	6381.78238526	18584.5396007	1908.3671516	286599.032296
PM10 - non combustion - Lime production - air	2892026.40546	58713918.9262	6028305.35015	135619.497679	3702266.26436	15944579.3645
PM10 - non combustion - Mining of antracite - air	173179.034542	1538.43438645	8077.98969652	5101.53907166	48755.2215436	807233.156896
PM10 - non combustion - Mining of bituminous coal - air	2142256.84612	27485107.4756	2524059.45609	1990439.03548	5956146.76443	1994012.2498
PM10 - non combustion - Mining of coking coal - air	777074.234642	4344488.16515	606322.089576	2240400.69921	49052.751927	497339.673743
PM10 - non combustion - Mining of lignite (brown coal) - air	3204564.20266	773365.725534	620674.771879	1180582.38794	554.896535522	3878436.02218
PM10 - non combustion - Mining of sub-bituminous coal - air	47212.4513702	1345765.97213	2723091.63762	608623.236795	0	249650.73679
PM10 - non combustion - Molybdenum ores and concentrates - air	247.544159579	425.166335571	1026.9009947	0	0	332.460029959
PM10 - non combustion - N- fertilizer production - air	453842.778117	1484840.0913	95956.9997583	0	13081.5722003	187650.994401
PM10 - non combustion - Nickel ores and concentrates - air	408.722926644	62030.9735127	3800.48797098	5479.14964964	1679.12060891	362565.998368
PM10 - non combustion - Nickel, unwrought - air	25311.3478475	22900.1065661	14692.390958	27408.9752649	5990.90830885	32897.3097574
PM10 - non combustion - Oil refinery - air	15627046.7079	7892579.94475	12232106.9436	709851.918955	17488924.6033	71092349.8042
PM10 - non combustion - Pig iron production, blast furnace - air	54265602.576	224048382.574	27649786.0837	3557626.04117	12493658.8323	57529237.6959
PM10 - non combustion - Platinum ores and concentrates - air	0.00757975029769	0.00706397570309	11.4048157071	0.00513277437145	3.16305766788	0
PM10 - non combustion - Primary aluminium production - air	14524643.5457	6289569.6765	3566641.88246	1109663.11657	1612254.50258	7396600.18415
PM10 - non combustion - Production of coke oven coke - air	19587226.8976	279310069.894	7571466.33211	925589.890756	2635017.14958	4824369.46148
PM10 - non combustion - Production of gascoke - air	0	1823179.86659	0	0	0	0
PM10 - non combustion - Refined copper; unwrought, not alloyed - air	123822.833403	385511.717577	124693.09849	94972.7231726	41228.57711	146850.760625
PM10 - non combustion - Refined lead, unwrought - air	86303.045209	431422.747212	81485.2908433	39491.0185634	21187.313606	64695.3740339
PM10 - non combustion - Secondary aluminium production - air	593549.845207	523242.62344	368560.946506	25931.5414806	191744.435896	895260.975567
PM10 - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	1088641.30114	24405472.9651	838916.330319	395466.962085	236578.888365	1189966.57169
PM10 - non combustion - Silver ores and concentrates - air	1.52977768625	52.9782432433	101.667102969	56.6766557745	4.93845869598	50.7865144285
PM10 - non combustion - Steel production: basic oxygen furnace - air	88268361.1657	78326997.5594	86458188.5515	569588.419578	58088440.5121	265595746.075
PM10 - non combustion - Steel production: electric arc furnace - air	15097703.9451	113851076.106	20287386.6276	131234.14446	12432470.0807	55995891.1371
PM10 - non combustion - Steel production: open hearth furnace - air	44424234.3784	7276499.93624	2346465.27567	304403.852686	385555.767444	1797477.37358
PM10 - non combustion - Tin ores and concentrates - air	703.214255982	2425.91890892	378.279707362	43.383112672	184.614615188	112.319970198
PM10 - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	145920.607965	380600.946186	147678.2811	76756.5397627	18246.4826313	177868.202224
PM10 - non combustion - Zinc ores and concentrates - air	27184.9815997	35501.9990645	25870.0265548	28737.3254256	8466.81210827	60103.4775417
PM10 - non combustion - Zinc, unwrought, not alloyed - air	155415.515969	565420.353477	73574.6414908	97568.6100042	167995.210091	102180.218901
PM2.5 - non combustion - Agglomeration plant - pellets - air	10653610.9777	8320074.76818	3834607.78557	106197.792274	902377.041739	4232071.89174
PM2.5 - non combustion - Agglomeration plant - sinter - air	28629953.1895	167527407.39	12751181.7506	2375805.02224	7841399.60485	35792781.351
PM2.5 - non combustion - Aluminium ores and concentrates (Bauxite) - air	4040.60928518	53383.4724269	39580.4076133	151975.210875	59050.979295	18313.950745
PM2.5 - non combustion - Bricks production - air	2348108.48852	235955244.82	45660145.1214	146436.132688	44710302.4588	134055807.198
PM2.5 - non combustion - Briquettes production - air	21563.4694306	4060.24263576	12824.1376071	2028.44526908	9046.25557396	28130.1715324
PM2.5 - non combustion - Carbon black production - air	165156.268908	746050.89298	291617.184409	35615.3512357	48036.0090555	220323.254996
PM2.5 - non combustion - Cast iron production (grey iron foundries) - air	5783705.39042	15634553.6652	13052197.0157	876821.645876	5422589.74928	24571645.0239
PM2.5 - non combustion - Cement production - air	52282186.2742	416798092.943	59027519.167	2548346.82529	32744487.9797	140907209.442
PM2.5 - non combustion - Chemical wood pulp, dissolving grades - air	203322.101932	92146.3098711	148362.421956	0	198888.903357	44834.5981303
PM2.5 - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	2455451.095	5412222.48821	5918149.23381	153009.169295	453207.101748	809596.218679
PM2.5 - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	399879.848245	10077.067411	109788.963273	14660.7975978	0	78426.9652168
PM2.5 - non combustion - Chromium ores and concentrates - air	32.3849793407	8689.59100397	498.801020788	295.064641716	25563.9629834	16690.9154444
PM2.5 - non combustion - Copper ores and concentrates - air	10396.1897737	6860.88240041	8417.28522086	2614.72337809	1975.22492261	7000.33535869
PM2.5 - non combustion - Fertilizer production (N-fertilizer) - air	763705.36974	14181451.6431	4030193.98985	0	549426.032413	7881341.76486
PM2.5 - non combustion - Glass production - air	4868.98978012	112979.924856	0	0	8267.456157	0
PM2.5 - non combustion - Gold ores and concentrates - air	0.0176168803371	0.394264918354	0.652707493858	0.571278632511	1.12429795549	0.635807136498
PM2.5 - non combustion - Iron ores and concentrates - air	165474.591237	1265866.04135	448736.304832	906514.101293	191733.4046	249410.001987
PM2.5 - non combustion - Lead ores and concentrates - air	2662.57781207	755.359696358	720.514520729	2098.22739715	215.458027336	32357.5377426
PM2.5 - non combustion - Lime production - air	1026862.24875	14703594.3008	1591282.6992	50875.479991	915373.87318	3984871.74708
PM2.5 - non combustion - Mining of antracite - air	19552.2193551	173.691963735	1101.50399484	695.639122895	5504.55076071	91138.0514167
PM2.5 - non combustion - Mining of bituminous coal - air	251490.36766	3103117.25541	330759.557862	271413.635251	672459.506185	225127.510429
PM2.5 - non combustion - Mining of coking coal - air	90132.7406426	490500.399287	76862.8358813	305498.077235	5538.14246734	56150.5289642
PM2.5 - non combustion - Mining of lignite (brown coal) - air	415396.531776	95436.0255089	152782.477319	145687.980693	435.74010691	2967143.43626
PM2.5 - non combustion - Mining of sub-bituminous coal - air	5330.36927897	151939.358926	364647.982516	82991.059888	0	28186.0098182
PM2.5 - non combustion - Molybdenum ores and concentrates - air	27.9481735244	48.0020314094	115.938938899	0	0	37.5353255073
PM2.5 - non combustion - N- fertilizer production - air	226921.389058	742420.04565	47978.4998792	0	6540.78610015	93825.4972008
PM2.5 - non combustion - Nickel ores and concentrates - air	46.1455414528	7003.40664296	429.081815023	618.605688112	189.575687126	40934.3425984
PM2.5 - non combustion - Nickel, unwrought - air	23576.3004827	21330.3454538	13685.2539866	25530.1393139	5580.24232073	30642.2583493
PM2.5 - non combustion - Oil refinery - air	13490130.759	6813099.27538	10559102.2881	612764.346832	15096936.6641	61368936.4348
PM2.5 - non combustion - Pig iron production, blast furnace - air	35989562.3655	148684485.706	18363067.8378	2362728.16498	8297420.60158	38206924.6854
PM2.5 - non combustion - Platinum ores and concentrates - air	0.000855767217259	0.000797535353119	1.28762386855	0.000579499306466	0.357114806182	0
PM2.5 - non combustion - Primary aluminium production - air	11864868.027	4581105.95071	2895948.07488	808240.399273	1378864.60625	6297615.24965
PM2.5 - non combustion - Production of coke oven coke - air	15326293.3686	268284553.529	6720080.87871	626272.781111	2567624.38567	4627228.18019
PM2.5 - non combustion - Production of gascoke - air	0	1776550.51909	0	0	0	0
PM2.5 - non combustion - Refined copper; unwrought, not alloyed - air	115335.000906	359085.582797	116145.610887	88462.5138363	38402.4323112	136784.40514
PM2.5 - non combustion - Refined lead, unwrought - air	80387.1267022	401849.493935	75899.6207321	36783.9802773	19734.9613701	60260.6225182
PM2.5 - non combustion - Secondary aluminium production - air	453838.176487	400080.094367	281807.887303	19827.6919691	146611.014797	684531.572053
PM2.5 - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	1050964.76168	23664000.9358	807425.551646	383452.128718	220710.723681	1111933.89867
PM2.5 - non combustion - Silver ores and concentrates - air	0.172714606969	5.98133738118	11.4783957753	6.39889469845	0.557560722956	5.7338873208
PM2.5 - non combustion - Steel production: basic oxygen furnace - air	75313801.1488	68031012.0752	72362566.5796	466529.862926	48638646.3619	222386997.002
PM2.5 - non combustion - Steel production: electric arc furnace - air	12927264.6337	97928451.8924	17374540.0904	107183.03527	10705687.3412	48214970.9394
PM2.5 - non combustion - Steel production: open hearth furnace - air	34343350.9961	5625173.5496	1813959.25507	235322.547314	298057.87453	1389558.47823
PM2.5 - non combustion - Tin ores and concentrates - air	79.394133493	273.89053629	42.7084481415	4.89803016581	20.8433166397	12.6811233305
PM2.5 - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	135918.012771	354511.435951	137555.200575	71495.0170317	16995.7190688	165675.656911
PM2.5 - non combustion - Zinc ores and concentrates - air	3069.2325131	4008.23849775	2920.77176236	3244.49487714	955.918064891	6785.78893808
PM2.5 - non combustion - Zinc, unwrought, not alloyed - air	144762.061912	526661.805326	68531.2321629	90880.457295	156479.44063	95175.9486974
Pb - non combustion - Agglomeration plant - pellets - air	8522.88878216	6656.05981455	3067.68622845	84.958233819	721.901633392	3385.65751339
Pb - non combustion - Agglomeration plant - sinter - air	1909012.08169	11806341.6813	897709.221732	167261.522831	552050.537294	2519884.8639
Pb - non combustion - Glass production - air	31.6399920243	734.173634115	0	0	53.1559307041	0
Pb - non combustion - Nickel, unwrought - air	1075.73228352	973.254529061	624.426615717	1164.88144876	254.613603126	1398.13566469
Pb - non combustion - Pig iron production, blast furnace - air	813.984038639	3360.72573859	414.746791256	53.3643906176	187.404882484	862.938565439
Pb - non combustion - Production of coke oven coke - air	235046.722772	3351720.83873	90857.5959852	11107.0786891	31620.205795	57892.4335377
Pb - non combustion - Production of gascoke - air	0	21878.1583991	0	0	0	0
Pb - non combustion - Refined copper; unwrought, not alloyed - air	5262.47041962	16384.247997	5299.45668583	4036.34073482	1752.21452717	6241.15732657
Pb - non combustion - Refined lead, unwrought - air	3667.87942138	18335.4667565	3463.12486084	1678.36828894	900.460828255	2749.55339644
Pb - non combustion - Steel production: basic oxygen furnace - air	11033545.1457	9790874.69494	10807273.5689	71198.5524471	7261055.06403	33199468.2594
Pb - non combustion - Steel production: electric arc furnace - air	1635584.59406	12333866.5781	2197800.21799	14217.0323164	1346850.9254	6066221.53985
Pb - non combustion - Steel production: open hearth furnace - air	16659087.8919	2728687.47609	879924.478373	114151.444757	144583.412791	674054.015091
Pb - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	6201.62583852	16175.5402129	6276.32694676	3262.15293991	775.475511832	7559.3985945
Pb - non combustion - Zinc, unwrought, not alloyed - air	6605.1594287	24030.3650228	3126.92226336	4146.66592519	7139.79642887	4342.65930328
SOx - non combustion - Agglomeration plant - sinter - air	161248415.369	1105635361.25	88774609.8173	9557801.30464	57223981.4089	259486116.614
SOx - non combustion - Bricks production - air	9082979.44468	543269115.435	49373909.9192	748643.285084	47190341.4279	143286639.142
SOx - non combustion - Cement production - air	41041780.6527	329169963.338	82524544.5679	2781816.32507	48524896.7216	207770571.843
SOx - non combustion - Chemical wood pulp, dissolving grades - air	1136635.46404	1148534.04808	1137782.76984	0	1928619.66891	434759.739445
SOx - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	21534886.43	55971860.89	49543638.395	1968625.25904	4394735.53209	8502520.98383
SOx - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	4440999.12678	129652.160937	871391.973654	188626.71173	0	853983.3288
SOx - non combustion - Glass production - air	18698.4063118	867754.764011	0	0	21938.1023991	0
SOx - non combustion - Lime production - air	10964153.8536	45270664.9987	7319516.88948	515354.090639	3055229.45639	14034599.5411
SOx - non combustion - Nickel, unwrought - air	1548150.04944	2713263.70913	31743892.7299	10633311.7432	19081878.7549	104782521.079
SOx - non combustion - Oil refinery - air	116672433.715	55194711.893	93666552.7376	4259111.51373	166144783.731	675369223.785
SOx - non combustion - Pig iron production, blast furnace - air	11710817.8134	16069205.6154	18069837.4017	213457.56247	11993912.479	54025075.7313
SOx - non combustion - Production of coke oven coke - air	16450539.1875	79767463.4145	6307634.27883	647912.922603	2339597.78291	4236963.45921
SOx - non combustion - Production of gascoke - air	0	477815.840208	0	0	0	0
SOx - non combustion - Refined copper; unwrought, not alloyed - air	12562533.2458	260795052.217	210292146.986	36844667.2245	131318769.891	466416650.66
SOx - non combustion - Refined lead, unwrought - air	13575462.3463	61555831.7779	57214935.2656	15320540.3479	67484549.6758	194655882.939
SOx - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	10357481.9255	304318580.773	6620797.78908	4933518.36172	2140225.19934	10937649.9664
SOx - non combustion - Sulphuric acid production - air	56028623.4676	165442900.085	48133538.5459	11567129.4683	23219058.861	105238507.416
SOx - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	21802243.4584	373068003.516	354159811.105	29777699.0106	58117592.7462	566535038.463
SOx - non combustion - Zinc, unwrought, not alloyed - air	14031653.4573	131204697.809	129183302.288	37851741.5008	535088181.14	325458252.354
Se - non combustion - Agglomeration plant - pellets - air	8522.88878216	6656.05981455	3067.68622845	84.958233819	721.901633392	3385.65751339
Se - non combustion - Agglomeration plant - sinter - air	10908.6404668	67464.8096073	5129.76698132	955.780130464	3154.57449883	14399.3420795
Se - non combustion - Glass production - air	14.8894080115	345.493474877	0	0	25.0145556255	0
Se - non combustion - Steel production: basic oxygen furnace - air	8275.15885927	7343.15602123	8105.45517669	53.3989143356	5445.79129802	24899.6011946
TSP - non combustion - Agglomeration plant - pellets - air	10653610.9777	8320074.76818	3834607.78557	106197.792274	902377.041739	4232071.89174
TSP - non combustion - Agglomeration plant - sinter - air	245585189.166	1661289555.05	126012965.666	23478783.5789	77492270.0113	353720511.22
TSP - non combustion - Aluminium ores and concentrates (Bauxite) - air	70446.933077	930726.443479	690073.731338	2649646.81172	1029537.89711	319298.791704
TSP - non combustion - Bricks production - air	2827304.6111	433042663.973	73357991.4187	150004.193604	71999004.3041	215616826.433
TSP - non combustion - Briquettes production - air	166346.764179	31321.8717615	98929.0615401	15648.0063615	69785.4001418	217004.180393
TSP - non combustion - Carbon black production - air	201784.631227	911510.082617	356292.052398	43514.1249112	58689.4365984	269186.553161
TSP - non combustion - Cast iron production (grey iron foundries) - air	15345451.4425	48513233.2311	29902299.0456	2760149.33109	9406283.08661	42881107.5316
TSP - non combustion - Cement production - air	70217280.973	559778212.941	79276560.4091	3422542.12762	43977290.864	189244594.031
TSP - non combustion - Chemical wood pulp, dissolving grades - air	217349.054218	95320.7502462	154719.802278	0	220811.45081	49776.4957851
TSP - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	2546917.00882	5598673.55293	6258685.09928	158280.335177	503161.895739	885249.833363
TSP - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	415309.932481	10424.2223833	114457.433846	15165.862075	0	84836.4288817
TSP - non combustion - Chromium ores and concentrates - air	564.623380113	151500.675448	8696.46126368	5144.37244517	445700.799651	291001.608995
TSP - non combustion - Copper ores and concentrates - air	181254.764703	119617.634173	146753.097564	45586.9968687	34437.5137795	122048.958888
TSP - non combustion - Fertilizer production (N-fertilizer) - air	1142629.9459	20782160.0021	5821391.31866	0	793615.380152	11384160.327
TSP - non combustion - Glass production - air	5154.71271208	119609.833079	0	0	8535.23811938	0
TSP - non combustion - Gold ores and concentrates - air	0.307145557154	6.87390251261	11.3797791109	9.96008887575	19.6018316148	11.0851259385
TSP - non combustion - Iron ores and concentrates - air	2885004.86735	22070033.0088	7823596.44416	15804828.8563	3342820.19595	4348396.11522
TSP - non combustion - Lead ores and concentrates - air	46421.3260182	13169.4925747	12561.9763359	36582.0287474	3756.45259448	564144.943252
TSP - non combustion - Lime production - air	7195144.81931	317212943.584	30441067.6844	291809.853795	20309187.512	86354563.2338
TSP - non combustion - Mining of antracite - air	340887.670944	3028.27254051	14937.5367968	9433.58811612	95970.3578571	1588967.34521
TSP - non combustion - Mining of bituminous coal - air	4167909.73088	54102012.3931	4735614.40744	3680650.44041	11724150.1184	3925037.42422
TSP - non combustion - Mining of coking coal - air	1517403.0002	8551742.1666	1150748.26525	4142870.83064	96556.0202018	978969.327891
TSP - non combustion - Mining of lignite (brown coal) - air	6035441.0181	1481014.52986	1190897.22347	2260844.52996	1073.67773204	7502087.10058
TSP - non combustion - Mining of sub-bituminous coal - air	92933.5507019	2649021.74265	5069349.93658	1125444.86147	0	491415.47901
TSP - non combustion - Molybdenum ores and concentrates - air	487.268867377	836.902470787	2021.36412932	0	0	654.418276406
TSP - non combustion - N- fertilizer production - air	907685.556233	2969680.18261	191913.999517	0	26163.1444006	375301.988803
TSP - non combustion - Nickel ores and concentrates - air	804.535069117	122102.505901	7480.92571545	10785.2233254	3305.20097378	713679.222626
TSP - non combustion - Nickel, unwrought - air	26580.675524	24048.5139617	15429.1932251	28783.4959383	6291.3437408	34547.062509
TSP - non combustion - Oil refinery - air	15741510.7961	7950415.78618	12321742.2976	715053.62528	17617081.2615	71613305.6764
TSP - non combustion - Pig iron production, blast furnace - air	383519861.806	1583604112.09	194706414.558	25052367.8092	87978818.6638	405113861.283
TSP - non combustion - Platinum ores and concentrates - air	0.0149200706203	0.0139048137749	22.4493748577	0.010103414109	6.22620032682	0
TSP - non combustion - Primary aluminium production - air	17980074.0756	9450902.80939	4467684.11846	1667414.27559	1810830.92084	8392118.65105
TSP - non combustion - Production of coke oven coke - air	23929394.9687	317550292.639	8868168.04166	1175564.13835	2979066.92235	5488828.26735
TSP - non combustion - Production of gascoke - air	0	2061229.40601	0	0	0	0
TSP - non combustion - Refined copper; unwrought, not alloyed - air	130032.370341	404844.575538	130946.277971	99735.4685928	43296.1309322	154215.114981
TSP - non combustion - Refined lead, unwrought - air	90631.0187532	453057.977251	85571.660938	41471.4363245	22249.826899	67939.7539579
TSP - non combustion - Secondary aluminium production - air	977874.041401	862042.814009	607204.576284	42722.2439231	315899.175039	1474943.46996
TSP - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	1096253.77365	24479225.768	846807.664835	396662.054554	245038.583264	1230927.59532
TSP - non combustion - Silver ores and concentrates - air	3.01123258891	104.283003989	200.122734454	111.563003195	9.72092082262	99.9687789272
TSP - non combustion - Steel production: basic oxygen furnace - air	96697315.4647	89157114.6797	97802961.3088	713035.802758	65571843.6739	299823881.022
TSP - non combustion - Steel production: electric arc furnace - air	18460258.6857	136895655.578	24911045.0418	195257.489196	14884345.748	67061969.1703
TSP - non combustion - Steel production: open hearth furnace - air	50705184.9066	8305769.2172	2678375.48628	347462.127588	440093.073917	2051732.61414
TSP - non combustion - Tin ores and concentrates - air	1384.21530372	4775.20762802	744.610274269	85.3958348724	363.397603873	221.091964987
TSP - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	153238.316503	399687.536027	155084.134418	80605.7697944	19161.5174822	186788.036648
TSP - non combustion - Zinc ores and concentrates - air	53511.2410499	69882.557129	50922.8679029	56566.8930962	16666.1736367	118308.399911
TSP - non combustion - Zinc, unwrought, not alloyed - air	163209.380483	593775.370677	77264.3039022	102461.535414	176419.928165	107304.409861
Zn - non combustion - Agglomeration plant - pellets - air	6818.31102573	5324.84785164	2454.14898277	67.9665870552	577.521306712	2708.52601071
Zn - non combustion - Agglomeration plant - sinter - air	32725.9214004	202394.428822	15389.300944	2867.34039139	9463.7234965	43198.0262384
Zn - non combustion - Glass production - air	6.88635120529	159.790732131	0	0	11.5692319768	0
Zn - non combustion - Nickel, unwrought - air	2531.13478475	2290.01065661	1469.2390958	2740.89752649	599.090830885	3289.73097574
Zn - non combustion - Pig iron production, blast furnace - air	99034.7247012	408888.298198	50460.8596028	6492.66752513	22800.927369	104990.858795
Zn - non combustion - Refined copper; unwrought, not alloyed - air	12382.2833403	38551.1717577	12469.309849	9497.27231726	4122.857711	14685.0760625
Zn - non combustion - Refined lead, unwrought - air	8630.3045209	43142.2747212	8148.52908433	3949.10185634	2118.7313606	6469.53740339
Zn - non combustion - Steel production: basic oxygen furnace - air	11033545.1457	9790874.69494	10807273.5689	71198.5524471	7261055.06403	33199468.2594
Zn - non combustion - Steel production: electric arc furnace - air	2264655.59177	17077661.4159	3043107.99414	19685.1216689	1864870.5121	8399383.67057
Zn - non combustion - Steel production: open hearth furnace - air	449795.373081	73674.5618543	23757.9609161	3082.08900845	3903.75214537	18199.4584075
Zn - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	14592.0607965	38060.0946186	14767.82811	7675.65397627	1824.64826313	17786.8202224
Zn - non combustion - Zinc, unwrought, not alloyed - air	15541.5515969	56542.0353477	7357.46414908	9756.86100042	16799.5210091	10218.0218901
SF6 - air	270231.825142	206716.95841	100772.475631	48.9261757974	25448.4965116	62459.1436974
HFC - air	26869048331.2	59788993500.6	28702794666.5	769388097.833	787783266.727	5549307365.39
PFC - air	10144756858.6	5787663766.78	5911539825.76	184129850.085	191259192.836	2373337320.65
CH4 - agriculture - air	2180024524.97	6477150133.6	6900890689.24	1043865830.92	5578859643.7	9939211462.57
CO2 - agriculture - peat decay - air	1206414052.49	4846085003.79	6046750530.12	888472814.861	91291093.4011	1848580338.75
N - agriculture - water	1181363619.97	3170850887.08	1555990234.84	125547882.013	487029580.338	2228859840.62
N2O - agriculture - air	145375995.354	372957031.977	338585187.571	60875226.8739	328761253.249	383832391.725
NH3 - agriculture - air	1561728912.49	2759593464.46	3098360394.69	325915219.177	1526541424.82	2821568755.45
NOX - agriculture - air	0	0	0	0	0	0
P - agriculture - soil	301542746.979	1720682983.28	2063396163.22	345576953.883	530472334.378	1152522508.2
P - agriculture - water	9005911.08382	51390119.995	61625632.0633	10321041.877	15843149.0185	34421372.5414
Pxx - agriculture - soil	0	0	0	0	0	0
CH4 - waste - air	1114788834.97	1194012057.73	519461165.405	74824812.8225	1039092900.16	1912720266.67
CO - waste - air	61722.5455659	155507.36581	34912.0814009	490571.100139	7399.53537123	369.635380416
CO2 - waste - biogenic - air	472319594.701	379093487.682	26226073.7	1481264.89984	974186.356304	55623515.8706
CO2 - waste - fossil - air	7176602.75487	17497030.9919	1053641.23213	3807.17098985	109847.927083	14146804.9589
Emissions nec - waste - undef	309727485.949	250312715.611	266282733.636	84249160.5212	18233649.5864	10971815.3912
N - waste - water	38234251.9941	38712778.1353	30218197.0431	3114986.75585	9317764.83441	2345875.76134
NH3 - waste - air	24.5289734931	18.2451458803	18.4620598773	0.142716555475	1.03609428275	0.233106323131
NOX - waste - air	777618.320856	107114.221995	327584.368095	14350.2269795	15423.9290025	5835.2154183
P - waste - water	315807.334273	798246.699827	173967.45606	2524449.41447	36916.9026309	734.084504396
PM2.5 - waste - air	4510.16191599	3383.3928369	3715.68786576	246.356458956	267.739534821	123.574440066
SOx - waste - air	8908.63707388	1227.13380538	3752.90829469	164.400658599	176.701322553	66.8500407145
Cropland - Cereal grains nec	126369.336735	98736.5593134	212406.026649	41010.4377661	288338.743027	90321.3028644
Cropland - Crops nec	683.854019883	24708.8978045	21102.438607	22.8954907748	34625.307623	27548.8291065
Cropland - Fodder crops-Cattle	13832.1542555	3469.37688891	34170.4810396	1401.5726635	4450.56012857	9219.59271327
Cropland - Fodder crops-Meat animals nec	1982.23304318	850.127965309	269.496810903	13.6945452611	245.121443928	641.902420663
Cropland - Fodder crops-Pigs	1882.77321274	622.990215357	1227.74126396	13.6137952345	324.355206494	1270.70005245
Cropland - Fodder crops-Poultry	3256.8334826	1413.86514436	3049.43679515	18.4421859745	714.201934535	1871.67279901
Cropland - Fodder crops-Raw milk	12587.4487503	14349.8713721	8939.49531293	287.183686905	1608.86426221	5519.0159367
Cropland - Oil seeds	79744.4060064	102339.540069	250596.284677	13513.3973792	106213.300507	94634.146693
Cropland - Paddy rice	1805.28526309	125613.088437	18645.8912295	131.128719892	30624.8347286	185897.248721
Cropland - Plant-based fibers	787.940484591	9675.19689978	7085.94952451	534.72071803	5142.96820935	11683.8244502
Cropland - Sugar cane, sugar beet	8306.82712314	9900.03862864	31966.524838	2809.90114054	5268.4636113	13472.7017016
Cropland - Vegetables, fruit, nuts	53597.2357077	137401.205551	83257.3083931	15191.4772783	212281.025528	128341.244207
Cropland - Wheat	157403.840407	85878.0468462	105563.247645	93711.9375441	32844.0643705	227799.388613
Forest area - Forestry	947632.538112	555514.251658	1597706.98072	239604.776233	665632.8078	757148.693688
Other land Use: Total	188374.706381	43562.6429263	299769.376958	286256.29131	122355.138132	47356.2025752
Permanent pastures - Grazing-Cattle	99014.8556577	233164.482179	1034141.84838	529601.256998	1320667.0298	863856.151281
