region	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Asia	Asia	Asia	Asia	Asia	Asia	Asia	America	America	America	America	America	America	America	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Other	Other	Other	Other	Other	Other	Other
Cd - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd - non combustion - Zinc, unwrought, not alloyed - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cr - non combustion - Agglomeration plant - pellets - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cr - non combustion - Agglomeration plant - sinter - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cr - non combustion - Glass production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cr - non combustion - Pig iron production, blast furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cr - non combustion - Steel production: basic oxygen furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cr - non combustion - Steel production: electric arc furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cr - non combustion - Steel production: open hearth furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cu - non combustion - Agglomeration plant - pellets - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cu - non combustion - Agglomeration plant - sinter - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cu - non combustion - Glass production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cu - non combustion - Pig iron production, blast furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cu - non combustion - Steel production: basic oxygen furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cu - non combustion - Steel production: electric arc furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cu - non combustion - Steel production: open hearth furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCB - non combustion - Agglomeration plant - pellets - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCB - non combustion - Agglomeration plant - sinter - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Agglomeration plant - pellets - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Agglomeration plant - sinter - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Glass production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Nickel, unwrought - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Pig iron production, blast furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Production of coke oven coke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Refined copper; unwrought, not alloyed - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Refined lead, unwrought - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCB - non combustion - Secondary aluminium production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Steel production: basic oxygen furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Steel production: electric arc furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Zinc, unwrought, not alloyed - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Indeno - non combustion - Primary aluminium production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Indeno - non combustion - Production of coke oven coke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Indeno - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NH3 - non combustion - N- fertilizer production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Beef and veal - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Coil coating (coating of aluminum and steel) - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Decorative paint applicatoin - air	64897904.1378	0	0	0	0	0	0	19441979.9978	0	0	0	0	0	0	299295237.451	0	0	0	0	0	0	0	0	0	0	0	0	0	41339249.9462	0	0	0	0	0	0	113514855.893	0	0	0	0	0	0
NMVOC - non combustion - Degreasing - air	68235787.5945	0	0	0	0	0	0	10500987.9954	0	0	0	0	0	0	210601736.857	0	0	0	0	0	0	0	0	0	0	0	0	0	42327520.2955	0	0	0	0	0	0	114530434.941	0	0	0	0	0	0
NMVOC - non combustion - Diesel distribution - transport and depots (used in mobile sources) - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Diesel distribution - transport and depots (used in stationary sources) - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Dry cleaning - air	16906562.5995	0	0	0	0	0	0	2268348.21707	0	0	0	0	0	0	39058177.0803	0	0	0	0	0	0	0	0	0	0	0	0	0	5363890.88449	0	0	0	0	0	0	14732854.6454	0	0	0	0	0	0
NMVOC - non combustion - Extraction, proc. and distribution of gaseous fuels - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Extraction, proc. and distribution of liquid fuels - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Extraction/production of (natural) gas - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Extraction/production of crude oil - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Fat, edible and non-edible oil extraction - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Fish, dried, salted or in brine; smoked fish; edible fish meal - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Fish, fish fillets, other fish meat and fish livers and roes, frozen - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Fish, otherwise prepared or preserved; caviar - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Flexography and rotogravure in packaging - air	73451794.0325	0	0	0	0	0	0	10757193.0625	0	0	0	0	0	0	221812879.502	0	0	0	0	0	0	0	0	0	0	0	0	0	39036039.0784	0	0	0	0	0	0	106113071.82	0	0	0	0	0	0
NMVOC - non combustion - Gasoline distribution - service stations - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Gasoline distribution - transport and depots (used in mobile sources) - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Gasoline distribution - transport and depots (used in stationary sources) - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Industrial application of adhesives (use of high performance solvent based adhesives) - air	28495481.138	0	0	0	0	0	0	5569259.61307	0	0	0	0	0	0	77007726.9861	0	0	0	0	0	0	0	0	0	0	0	0	0	10708407.8801	0	0	0	0	0	0	29395353.4497	0	0	0	0	0	0
NMVOC - non combustion - Industrial application of adhesives (use of traditional solvent based adhesives) - air	62573926.1179	0	0	0	0	0	0	14986533.1186	0	0	0	0	0	0	382647505.912	0	0	0	0	0	0	0	0	0	0	0	0	0	112056116.391	0	0	0	0	0	0	300104574.02	0	0	0	0	0	0
NMVOC - non combustion - Industrial paint application, general industry (continuous processes) - air	8680182.61384	0	0	0	0	0	0	2455973.09086	0	0	0	0	0	0	33788150.0156	0	0	0	0	0	0	0	0	0	0	0	0	0	4640153.82745	0	0	0	0	0	0	12744985.5607	0	0	0	0	0	0
NMVOC - non combustion - Industrial paint application, general industry (plastic parts) - air	14968765.8191	0	0	0	0	0	0	3987091.69236	0	0	0	0	0	0	56507381.3512	0	0	0	0	0	0	0	0	0	0	0	0	0	8326310.73001	0	0	0	0	0	0	22796620.3567	0	0	0	0	0	0
NMVOC - non combustion - Industrial paint application, general industry - air	117059157.314	0	0	0	0	0	0	24190808.4977	0	0	0	0	0	0	350728404.236	0	0	0	0	0	0	0	0	0	0	0	0	0	76771277.9853	0	0	0	0	0	0	207175226.505	0	0	0	0	0	0
NMVOC - non combustion - Inorganic chemical industry, fertilizers and other - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Leather coating - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Manufacture of automobiles - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Mutton and lamb - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Oil refinery - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Organic chemical industry - downstream units - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Organic chemical industry, storage - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Other industrial use of solvents - air	52615719.4016	0	0	0	0	0	0	14213030.4918	0	0	0	0	0	0	195536346.965	0	0	0	0	0	0	0	0	0	0	0	0	0	26853163.8566	0	0	0	0	0	0	73756862.0217	0	0	0	0	0	0
NMVOC - non combustion - Pharmaceutical industry - air	30834492.0547	0	0	0	0	0	0	3780121.524	0	0	0	0	0	0	87605686.7179	0	0	0	0	0	0	0	0	0	0	0	0	0	24209848.8692	0	0	0	0	0	0	64925348.0432	0	0	0	0	0	0
NMVOC - non combustion - Polystyrene processing - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Polyvinylchloride produceduction by suspension process - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Pork - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Poultry, dressed - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Printing, offset - air	16511482.4713	0	0	0	0	0	0	2737368.63957	0	0	0	0	0	0	38146728.8341	0	0	0	0	0	0	0	0	0	0	0	0	0	5238720.9635	0	0	0	0	0	0	14389053.7942	0	0	0	0	0	0
NMVOC - non combustion - Products incorporating solvents - air	8255233.43676	0	0	0	0	0	0	2122643.67309	0	0	0	0	0	0	35522805.0359	0	0	0	0	0	0	0	0	0	0	0	0	0	5836728.31302	0	0	0	0	0	0	15907947.8897	0	0	0	0	0	0
NMVOC - non combustion - Raw sugar - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Rotogravure in publication - air	8539802.85925	0	0	0	0	0	0	1539025.69866	0	0	0	0	0	0	24298307.5164	0	0	0	0	0	0	0	0	0	0	0	0	0	3336906.12154	0	0	0	0	0	0	9165390.18272	0	0	0	0	0	0
NMVOC - non combustion - Screen printing - air	3554664.71623	0	0	0	0	0	0	985121.504668	0	0	0	0	0	0	21905910.3613	0	0	0	0	0	0	0	0	0	0	0	0	0	5827407.10434	0	0	0	0	0	0	15642297.9559	0	0	0	0	0	0
NMVOC - non combustion - Steam cracking (ethylene and propylene production) - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Synthetic rubber - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMVOC - non combustion - Tyre production - air	8363091.06999	0	0	0	0	0	0	2826017.46046	0	0	0	0	0	0	12291528.6051	0	0	0	0	0	0	723441.122771	0	0	0	0	0	0	734801.485238	0	0	0	0	0	0	2126451.87048	0	0	0	0	0	0
NMVOC - non combustion - Vehicle refinishing - air	16360894.0832	0	0	0	0	0	0	6007170.73197	0	0	0	0	0	0	53795224.0842	0	0	0	0	0	0	0	0	0	0	0	0	0	7605529.90873	0	0	0	0	0	0	20861807.4111	0	0	0	0	0	0
NMVOC - non combustion - Wire coating - air	1375085.8487	0	0	0	0	0	0	353027.88861	0	0	0	0	0	0	4856795.58315	0	0	0	0	0	0	0	0	0	0	0	0	0	666987.645193	0	0	0	0	0	0	1831997.00339	0	0	0	0	0	0
NOx - non combustion - Agglomeration plant - pellets - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Agglomeration plant - sinter - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Bricks production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Cement production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Chemical wood pulp, dissolving grades - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Glass production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Lime production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Nickel, unwrought - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Oil refinery - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Pig iron production, blast furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Production of coke oven coke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Refined copper; unwrought, not alloyed - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Refined lead, unwrought - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Steel production: basic oxygen furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Steel production: electric arc furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Sulphuric acid production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Zinc, unwrought, not alloyed - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ni - non combustion - Agglomeration plant - pellets - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ni - non combustion - Agglomeration plant - sinter - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ni - non combustion - Glass production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ni - non combustion - Production of coke oven coke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ni - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ni - non combustion - Steel production: basic oxygen furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ni - non combustion - Steel production: electric arc furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ni - non combustion - Steel production: open hearth furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAH - non combustion - Agglomeration plant - pellets - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAH - non combustion - Agglomeration plant - sinter - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAH - non combustion - Pig iron production, blast furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAH - non combustion - Production of coke oven coke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAH - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAH - non combustion - Steel production: basic oxygen furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAH - non combustion - Steel production: electric arc furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCB - non combustion - Agglomeration plant - pellets - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCB - non combustion - Agglomeration plant - sinter - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCB - non combustion - Pig iron production, blast furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
