stressor	Europe	Asia	America	Oceania	Africa	Other
PCDD/F - non combustion - Secondary aluminium production - air	0.0668769904019	0.0463303967339	0.0666476751436	0.00189792612353	0.0159095952508	0.0411905353941
PCDD/F - non combustion - Steel production: basic oxygen furnace - air	0.100278048252	0.0695321272614	0.155697833075	0.00041058218428	0.0480574477389	0.12051825621
PCDD/F - non combustion - Steel production: electric arc furnace - air	2.28162754385	13.444248573	4.87196088675	0.0126131781785	1.37140947126	3.38763267753
PM10 - non combustion - Agglomeration plant - pellets - air	48091538.344	29492199.3728	27690876.5742	306206.516978	2986200.84422	7682364.58161
PM10 - non combustion - Agglomeration plant - sinter - air	245028971.451	1194805175.02	184886543.749	13779293.264	52196546.4315	130677557.126
PM10 - non combustion - Aluminium ores and concentrates (Bauxite) - air	156259.205344	1775599.40574	1937398.47003	2256125.51001	885326.268013	236435.397274
PM10 - non combustion - Bricks production - air	12786439.886	1215927256.82	327644490.99	280606.431895	102701201.286	256499663.294
PM10 - non combustion - Briquettes production - air	553188.122314	75422.6530294	437884.070649	16929.7572052	87264.7300651	238293.979799
PM10 - non combustion - Carbon black production - air	835685.35186	2921868.20559	2325953.48292	120898.631941	175832.045344	447872.575021
PM10 - non combustion - Cast iron production (grey iron foundries) - air	42400836.5346	98453807.9363	143919166.336	4538493.07085	24351837.3828	60666229.3371
PM10 - non combustion - Cement production - air	302144494.09	1870143683.28	541993714.307	9288436.15146	133591511.644	336881934.207
PM10 - non combustion - Chemical wood pulp, dissolving grades - air	965391.844708	338005.806452	1160806.42829	0	737212.551089	121379.347031
PM10 - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	11565416.9465	19772360.2851	45514312.7553	446900.58258	1704515.0427	2201632.78526
PM10 - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	1868248.53133	36981.0387875	839969.482769	42820.4336885	0	179763.632145
PM10 - non combustion - Chromium ores and concentrates - air	1294.13986607	291104.412134	22580.5817541	4370.47505014	355176.109701	205779.477428
PM10 - non combustion - Copper ores and concentrates - air	421138.601297	229310.341659	386990.864417	43095.9460456	32609.8962046	91621.4883112
PM10 - non combustion - Fertilizer production (N-fertilizer) - air	4428596.15184	64505890.9494	37892640.088	0	2326582.14132	20652787.7474
PM10 - non combustion - Glass production - air	25027.9079972	412869.192856	0	0	28594.9354912	0
PM10 - non combustion - Gold ores and concentrates - air	0.835029823213	13.1385627048	29.9434770549	9.4055916834	16.5610761635	8.28179467922
PM10 - non combustion - Iron ores and concentrates - air	7331721.20334	42168331.4764	20200630.0721	14213964.9784	2632220.2941	3116082.1555
PM10 - non combustion - Lead ores and concentrates - air	102025.803321	25175.4870128	33707.9960653	31105.5138732	3252.67612877	411369.989788
PM10 - non combustion - Lime production - air	13259809.1926	207906081.639	43735629.3674	390270.426531	11925257.2352	30097433.3127
PM10 - non combustion - Mining of antracite - air	753752.901426	5785.43099194	40697.5495278	8766.1273536	76542.7657669	1150654.43738
PM10 - non combustion - Mining of bituminous coal - air	9232619.30709	103361436.271	12800967.8491	3420230.99881	9415999.50728	2826980.48914
PM10 - non combustion - Mining of coking coal - air	3481987.30302	16338652.6623	3060564.74584	3849747.61076	80812.0956915	712472.181021
PM10 - non combustion - Mining of lignite (brown coal) - air	14114782.0089	2950853.11638	3129648.59073	2028630.07001	1097.26355025	6007202.39378
PM10 - non combustion - Mining of sub-bituminous coal - air	208164.877135	5061732.69832	13721138.7633	1045815.53315	0	417108.291666
PM10 - non combustion - Molybdenum ores and concentrates - air	1132.31507277	1598.87903976	5599.25132088	0	0	470.174197943
PM10 - non combustion - N- fertilizer production - air	2124192.94389	5312012.77954	701715.557185	0	43084.8544688	382459.032359
PM10 - non combustion - Nickel ores and concentrates - air	1771.2414924	233273.462803	19973.9154111	9204.896088	2628.70719676	503033.847199
PM10 - non combustion - Nickel, unwrought - air	113381.877703	81084.2221601	113466.341699	80563.704415	20604.6292084	62478.9086968
PM10 - non combustion - Oil refinery - air	69655483.1068	28019646.5517	86015793.2891	1995902.10929	43869645.908	121989274.368
PM10 - non combustion - Pig iron production, blast furnace - air	244434752.651	793482868.587	199429356.532	10257918.3188	41344773.6664	104422577.698
PM10 - non combustion - Platinum ores and concentrates - air	0.0336914466463	0.0265647624098	59.1880835816	0.0095409377268	5.08119383071	0
PM10 - non combustion - Primary aluminium production - air	65989925.4489	22276580.189	25822284.4889	3248643.92474	5350938.38993	13610643.0208
PM10 - non combustion - Production of coke oven coke - air	92395034.548	989287891.185	55570302.9436	2729579.71447	11512732.4419	9899641.6943
PM10 - non combustion - Production of gascoke - air	0	6455477.44128	0	0	0	0
PM10 - non combustion - Refined copper; unwrought, not alloyed - air	556995.32643	1365960.72068	927756.281505	273381.990158	140185.065646	273527.476124
PM10 - non combustion - Refined lead, unwrought - air	389831.184488	1527650.31821	617981.958021	115699.809177	64071.984073	120650.817952
PM10 - non combustion - Secondary aluminium production - air	2675079.61607	1853215.86936	2665907.00574	75917.0449412	636383.810032	1647621.41576
PM10 - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	4926647.8773	86436598.9575	6209909.93367	1119965.4276	845547.377654	2756385.9757
PM10 - non combustion - Silver ores and concentrates - air	6.60798005152	199.405837984	528.149951006	105.352077488	8.54206782979	74.5959642747
PM10 - non combustion - Steel production: basic oxygen furnace - air	401112193.01	278128509.045	622791332.3	1642328.73712	192229790.956	482073024.842
PM10 - non combustion - Steel production: electric arc furnace - air	68448826.3153	403327457.191	146158826.603	378395.345356	41142284.1377	101628980.326
PM10 - non combustion - Steel production: open hearth furnace - air	200534534.99	25870180.5551	16925553.7833	877706.037855	1275904.53323	3262824.04984
PM10 - non combustion - Tin ores and concentrates - air	3103.84489545	9122.90219409	2191.74058892	72.6116461355	314.662485852	161.218377678
PM10 - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	656283.720659	1348802.47628	1092772.41694	220946.129552	61949.833305	330572.537902
PM10 - non combustion - Zinc ores and concentrates - air	117074.749236	133583.063972	140204.919185	48098.5428698	14343.0524968	86270.7822167
PM10 - non combustion - Zinc, unwrought, not alloyed - air	705295.839486	2002384.3949	585631.473869	285854.099738	475301.918183	190950.845122
PM2.5 - non combustion - Agglomeration plant - pellets - air	48091538.344	29492199.3728	27690876.5742	306206.516978	2986200.84422	7682364.58161
PM2.5 - non combustion - Agglomeration plant - sinter - air	128684486.341	593383975.012	91915361.1135	6850302.30197	25949235.2274	64965651.9563
PM2.5 - non combustion - Aluminium ores and concentrates (Bauxite) - air	17641.9407073	200468.31396	218735.714543	254720.561188	99954.9018091	26693.9746087
PM2.5 - non combustion - Bricks production - air	11773753.6573	887164359.74	253046329.422	280606.431895	79211032.9067	197979777.553
PM2.5 - non combustion - Briquettes production - air	113891.672241	15528.1932708	90152.6027807	3485.53824813	17966.2679546	49060.5252528
PM2.5 - non combustion - Carbon black production - air	756054.814158	2643450.09549	2104318.71799	109378.478994	159077.41361	405195.826061
PM2.5 - non combustion - Cast iron production (grey iron foundries) - air	25965244.3496	55407586.4878	94082980.4645	2528192.87902	17944762.9296	44597230.6634
PM2.5 - non combustion - Cement production - air	238547094.074	1476503295.19	427911241.421	7333343.79995	105472274.091	265972764.764
PM2.5 - non combustion - Chemical wood pulp, dissolving grades - air	919543.322111	327736.722481	1120868.74476	0	687765.154287	113238.014213
PM2.5 - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	11202710.5658	19171648.6281	43605021.6772	433323.124674	1590187.3206	2071317.96284
PM2.5 - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	1807564.73176	35857.5036725	811049.537284	41519.4896785	0	170562.084196
PM2.5 - non combustion - Chromium ores and concentrates - air	146.110680225	32866.2030963	2549.3876253	493.434364573	40100.0110952	23232.8670275
PM2.5 - non combustion - Copper ores and concentrates - air	47547.2930846	25889.5432255	43691.9531832	4865.60854568	3681.71496871	10344.2281096
PM2.5 - non combustion - Fertilizer production (N-fertilizer) - air	3627207.60474	50597192.5758	29472053.4018	0	1809563.88769	16063279.3591
PM2.5 - non combustion - Glass production - air	24250.0257826	400036.973635	0	0	28002.3482417	0
PM2.5 - non combustion - Gold ores and concentrates - air	0.0942763442163	1.48336697161	3.3806715298	1.06190793964	1.86977479555	0.935029269856
PM2.5 - non combustion - Iron ores and concentrates - air	827764.293741	4760879.21986	2280686.87025	1604781.79069	297182.327627	351811.187735
PM2.5 - non combustion - Lead ores and concentrates - air	11518.8936796	2842.35701942	3805.69238554	3511.86754223	367.232888953	46444.3995644
PM2.5 - non combustion - Lime production - air	4701716.52075	52067079.2791	11538249.3959	146403.692802	2948482.93574	7524810.54406
PM2.5 - non combustion - Mining of antracite - air	85100.035967	653.185393472	5549.46404601	1195.33753594	8641.81365996	129910.921498
PM2.5 - non combustion - Mining of bituminous coal - air	1084008.73255	11669689.0024	1675939.40297	466378.176996	1063083.00137	319171.098179
PM2.5 - non combustion - Mining of coking coal - air	403581.115819	1844662.7888	387903.338321	524946.494324	9123.82856094	80439.3696073
PM2.5 - non combustion - Mining of lignite (brown coal) - air	1831498.94195	364145.557515	771321.383079	250340.019886	861.641235957	4596376.47651
PM2.5 - non combustion - Mining of sub-bituminous coal - air	23502.1828741	571478.575893	1837349.78316	142606.023392	0	47092.2639977
PM2.5 - non combustion - Molybdenum ores and concentrates - air	127.840374792	180.516272022	632.165379256	0	0	53.0834986904
PM2.5 - non combustion - N- fertilizer production - air	1062096.47194	2656006.38977	350857.778593	0	21542.4272344	191229.516179
PM2.5 - non combustion - Nickel ores and concentrates - air	199.976297835	26336.9866134	2255.09038396	1039.24905188	296.785692723	56793.4112204
PM2.5 - non combustion - Nickel, unwrought - air	105609.753938	75526.0445857	105688.428079	75041.2073955	19192.2189398	58196.0918928
PM2.5 - non combustion - Oil refinery - air	60130470.5399	24187355.0796	74251276.8996	1722919.41415	37869524.9005	105304607.951
PM2.5 - non combustion - Pig iron production, blast furnace - air	162113346.611	526576495.931	132447129.673	6812597.00859	27458327.5718	69350224.7092
PM2.5 - non combustion - Platinum ores and concentrates - air	0.00380382392686	0.00299920866938	6.68243934063	0.00107718874737	0.573675772166	0
PM2.5 - non combustion - Primary aluminium production - air	53947149.313	16225493.8436	20967156.7639	2366200.35723	4576336.76586	11587955.8993
PM2.5 - non combustion - Production of coke oven coke - air	72407000.5211	950147885.893	49394896.3481	1846888.66648	11218284.6963	9493528.24217
PM2.5 - non combustion - Production of gascoke - air	0	6290373.2152	0	0	0	0
PM2.5 - non combustion - Refined copper; unwrought, not alloyed - air	518814.298728	1272326.57037	864160.25726	254642.146493	130575.631561	254777.659657
PM2.5 - non combustion - Refined lead, unwrought - air	363108.958021	1422932.63684	575620.406427	107768.795379	59679.9648176	112380.421408
PM2.5 - non combustion - Secondary aluminium production - air	2045410.78516	1416999.96652	2038397.25331	58047.4470992	486589.745112	1259798.99567
PM2.5 - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	4755821.86833	83810535.5115	5974350.49868	1085939.32863	788833.58916	2576066.08848
PM2.5 - non combustion - Silver ores and concentrates - air	0.746052637395	22.5132718593	59.6290637709	11.8944359171	0.964414568982	8.42201632757
PM2.5 - non combustion - Steel production: basic oxygen furnace - air	342296295.487	241594219.589	521254344.757	1345173.76806	160957958.934	403646406.055
PM2.5 - non combustion - Steel production: electric arc furnace - air	58614805.7755	346921435.797	125172187.499	309047.327693	35427909.9507	87507075.5758
PM2.5 - non combustion - Steel production: open hearth furnace - air	155029146.981	19999210.6998	13084474.4436	678519.732253	986351.198424	2522359.88508
PM2.5 - non combustion - Tin ores and concentrates - air	350.429579428	1029.99179621	247.451389698	8.19798329939	35.5259512937	18.2018400366
PM2.5 - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	611296.652132	1256344.49277	1017864.83344	205800.669809	57703.2836675	307912.385063
PM2.5 - non combustion - Zinc ores and concentrates - air	13217.9462951	15081.7642321	15829.3833998	5430.41057677	1619.35599988	9740.12392609
PM2.5 - non combustion - Zinc, unwrought, not alloyed - air	656949.078379	1865124.54652	545487.489771	266259.315395	442720.826666	177861.508172
Pb - non combustion - Agglomeration plant - pellets - air	38473.2306751	23593.7594983	22152.7012593	244.965213582	2388.96067538	6145.8916653
Pb - non combustion - Agglomeration plant - sinter - air	8576014.00078	41818181.1259	6471029.03123	482275.26424	1826879.1251	4573714.49939
Pb - non combustion - Glass production - air	157.583124427	2599.54676983	0	0	180.042186426	0
Pb - non combustion - Nickel, unwrought - air	4818.72980237	3446.07944181	4822.3195222	3423.95743763	875.696741355	2655.35361961
Pb - non combustion - Pig iron production, blast furnace - air	3666.52128977	11902.2430288	2991.44034798	153.868774782	620.171604995	1566.33866547
Pb - non combustion - Production of coke oven coke - air	1108740.41458	11871454.6942	666843.635323	32754.9565737	138152.789303	118795.700332
Pb - non combustion - Production of gascoke - air	0	77465.7292954	0	0	0	0
Pb - non combustion - Refined copper; unwrought, not alloyed - air	23672.3013733	58053.3306287	39429.6419639	11618.7345817	5957.86528995	11624.9177352
Pb - non combustion - Refined lead, unwrought - air	16567.8253407	64925.1385237	26264.2332159	4917.24189001	2723.0593231	5127.65976295
Pb - non combustion - Steel production: basic oxygen furnace - air	50139024.1262	34766063.6307	77848916.5375	205291.09214	24028723.8695	60259128.1052
Pb - non combustion - Steel production: electric arc furnace - air	7415289.5175	43693807.8624	15833872.882	40992.8290802	4457080.78159	11009806.202
Pb - non combustion - Steel production: open hearth furnace - air	75200450.6212	9701317.70814	6347082.66871	329139.764196	478464.19996	1223559.01869
Pb - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	27892.058128	57324.105242	46442.82772	9390.21050596	2632.86791546	14049.3328608
Pb - non combustion - Zinc, unwrought, not alloyed - air	29975.0731782	85101.3367833	24889.3376394	12148.7992389	20200.3315228	8115.41091769
SOx - non combustion - Agglomeration plant - sinter - air	725178172.158	3915641115.75	639713394.178	27558586.528	189369070.454	470965634.364
SOx - non combustion - Bricks production - air	46338420.3702	2042970966.57	273145241.019	1434578.45501	83604795.364	211579398.956
SOx - non combustion - Cement production - air	187551712.201	1166218849.19	598530023.154	8005195.87744	156302068.624	392112344.067
SOx - non combustion - Chemical wood pulp, dissolving grades - air	5098936.77239	4085579.04097	8544378.1531	0	6669237.85975	1098065.59236
SOx - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	98152963.5202	198288745.974	364573446.678	5575161.6226	15419998.2604	21753343.2555
SOx - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	20098297.0255	461344.818621	6418242.48547	534192.27423	0	1893098.54588
SOx - non combustion - Glass production - air	93127.4978243	3072528.0628	0	0	74305.6112395	0
SOx - non combustion - Lime production - air	50229304.1402	160343043.309	52950396.0214	1483027.61926	9841106.65692	26550826.1589
SOx - non combustion - Nickel, unwrought - air	6989412.68843	9607067.84201	237598516.832	31254688.5082	65628618.5791	199004040.627
SOx - non combustion - Oil refinery - air	520094238.311	196073428.328	658930682.816	11975412.6557	416761636.126	1158883419.36
SOx - non combustion - Pig iron production, blast furnace - air	52691211.3867	56908130.0824	130170447.935	615475.099125	39690982.7197	98052113.4857
SOx - non combustion - Production of coke oven coke - air	76931876.2806	282657793.213	46340722.0098	1910705.7974	10222006.8285	8693284.61749
SOx - non combustion - Production of gascoke - air	0	1691840.4125	0	0	0	0
SOx - non combustion - Refined copper; unwrought, not alloyed - air	56477402.126	926217442.431	1540351909.68	106058540.98	446508991.291	868749031.113
SOx - non combustion - Refined lead, unwrought - air	61336825.628	218151689.401	434412706.089	44885740.0803	204078207.951	362727992.731
SOx - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	46853764.25	1077801944.02	49027075.2555	13971761.3133	7649295.41005	25377262.647
SOx - non combustion - Sulphuric acid production - air	261229497.979	586511276.984	347605765.507	35523867.7614	76892895.6149	193573687.887
SOx - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	98050558.7426	1324700876.91	2585290261.34	85716049.2605	197318861.693	1052919651.37
SOx - non combustion - Zinc, unwrought, not alloyed - air	64160218.7223	465544589.488	964889451.841	110897095.795	1513902918.75	608205081.252
Se - non combustion - Agglomeration plant - pellets - air	38473.2306751	23593.7594983	22152.7012593	244.965213582	2388.96067538	6145.8916653
Se - non combustion - Agglomeration plant - sinter - air	49005.7942902	238961.035005	36977.3087499	2755.8586528	10439.3092863	26135.5114251
Se - non combustion - Glass production - air	74.1567644361	1223.31612698	0	0	84.725734789	0
Se - non combustion - Steel production: basic oxygen furnace - air	37604.2680947	26074.5477231	58386.6874031	153.968319105	18021.5429021	45194.346079
TSP - non combustion - Agglomeration plant - pellets - air	48091538.344	29492199.3728	27690876.5742	306206.516978	2986200.84422	7682364.58161
TSP - non combustion - Agglomeration plant - sinter - air	1102362131.02	5884299393.61	908349317.793	67697796.6173	256442120.56	642020059.756
TSP - non combustion - Aluminium ores and concentrates (Bauxite) - air	307582.477948	3495110.98474	3813598.18691	4440984.28253	1742686.75377	465402.247555
TSP - non combustion - Bricks production - air	14061675.6194	1628223843.63	406616167.243	287443.684586	127557077.129	318437590.836
TSP - non combustion - Briquettes production - air	878592.900146	119788.919517	695462.935736	26888.4379141	138596.924221	378466.909093
TSP - non combustion - Carbon black production - air	923732.673737	3229714.53772	2571014.58699	133636.441378	194357.607217	495060.168635
TSP - non combustion - Cast iron production (grey iron foundries) - air	68889761.062	171913132.337	215602152.46	7958505.49164	31127842.5702	77830853.1492
TSP - non combustion - Cement production - air	320379263.446	1983009015.58	574703661.258	9849004.00628	141653913.741	357213148.214
TSP - non combustion - Chemical wood pulp, dissolving grades - air	983510.622063	339027.252571	1168481.6033	0	763574.130942	125719.684624
TSP - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	11620079.5721	19832111.9233	46121599.4243	448251.106319	1765465.86258	2264874.56233
TSP - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	1877442.5534	37092.794674	845541.769445	42949.8360981	0	183643.753324
TSP - non combustion - Chromium ores and concentrates - air	2547.40030158	573013.3865	44447.8856409	8602.89506002	699132.8779	405058.770389
TSP - non combustion - Copper ores and concentrates - air	828974.230746	451377.203357	761757.419405	84830.5726698	64189.7074685	180348.827105
TSP - non combustion - Fertilizer production (N-fertilizer) - air	5429500.8969	74151205.6499	42570743.8025	0	2613814.50444	23202514.6297
TSP - non combustion - Glass production - air	25673.070147	423512.015104	0	0	28909.3411088	0
TSP - non combustion - Gold ores and concentrates - air	1.64368263374	25.8621030648	58.9410963067	18.5140785158	32.5990192555	16.3019831291
TSP - non combustion - Iron ores and concentrates - air	14431847.2015	83004645.1212	39763160.449	27978937.6882	5181293.72785	6133733.16967
TSP - non combustion - Lead ores and concentrates - air	200828.804493	49555.7280093	66351.2202923	61228.4633978	6402.60637092	809745.579688
TSP - non combustion - Lime production - air	33071941.1117	1123209100.49	221022838.116	839737.33907	65417306.0565	162930848.416
TSP - non combustion - Mining of antracite - air	1483696.17439	11388.1111617	75256.489108	16210.0169509	150667.690341	2264961.87749
TSP - non combustion - Mining of bituminous coal - air	17961966.8112	203457880.275	24024842.3436	6324571.86969	18534565.4001	5564662.01175
TSP - non combustion - Mining of coking coal - air	6800817.37922	32161198.1909	5809107.69063	7118819.00752	159071.490133	1402438.71346
TSP - non combustion - Mining of lignite (brown coal) - air	26574226.9669	5650956.84557	6004928.09489	3884876.85734	2123.11190405	11619794.9615
TSP - non combustion - Mining of sub-bituminous coal - air	409754.219536	9963574.83476	25543698.6265	1933885.60718	0	821040.921343
TSP - non combustion - Molybdenum ores and concentrates - air	2228.86245412	3147.25251488	11021.6328833	0	0	925.496482289
TSP - non combustion - N- fertilizer production - air	4248385.88778	10624025.5591	1403431.11437	0	86169.7089376	764918.064717
TSP - non combustion - Nickel ores and concentrates - air	3486.53281628	459178.258143	39316.8926143	18119.0269192	5174.37850528	990177.806632
TSP - non combustion - Nickel, unwrought - air	119067.815735	85150.4792374	119156.515479	84603.858276	21637.9217172	65612.1360731
TSP - non combustion - Oil refinery - air	70165690.8309	28224971.0269	86646106.294	2010527.83101	44191117.2016	122883196.556
TSP - non combustion - Pig iron production, blast furnace - air	1727536095.02	5608439024.88	1404357156.7	72235007.1942	291144843.469	735331030.804
TSP - non combustion - Platinum ores and concentrates - air	0.0663186442191	0.0522903942212	116.506527555	0.0187804952772	10.0018823592	0
TSP - non combustion - Primary aluminium production - air	81565180.3297	33473481.5131	32343813.1134	4881513.29491	6009996.9803	15443778.0534
TSP - non combustion - Production of coke oven coke - air	112784452.745	1124772500	65053035.3028	3466757.85589	13015930.6208	11263855.2943
TSP - non combustion - Production of gascoke - air	0	7298358.31101	0	0	0	0
TSP - non combustion - Refined copper; unwrought, not alloyed - air	584927.840643	1434461.68547	974281.924164	287091.703623	147215.144989	287244.485499
TSP - non combustion - Refined lead, unwrought - air	409380.6575	1604259.78367	648972.864062	121501.988138	67285.1018873	126701.282879
TSP - non combustion - Secondary aluminium production - air	4407196.69353	3053175.24112	4392084.80763	125073.417418	1048443.0469	2714458.14625
TSP - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	4961416.21999	86697808.4598	6270514.52477	1123349.93851	875782.843239	2850881.25584
TSP - non combustion - Silver ores and concentrates - air	13.0072265119	392.512822715	1039.61664404	207.376282116	16.8143078938	146.835583134
TSP - non combustion - Steel production: basic oxygen furnace - air	439338419.534	316520046.761	704517736.709	2055939.2523	216994322.638	544199348.401
TSP - non combustion - Steel production: electric arc furnace - air	83644949.1765	484953096.016	179477936.28	562997.72717	49256179.8255	121713401.621
TSP - non combustion - Steel production: open hearth furnace - air	228885182.046	29529547.3347	19319692.8226	1001858.56591	1456382.69601	3724354.26207
TSP - non combustion - Tin ores and concentrates - air	6109.64520146	17957.6291635	4314.24823822	142.929627712	619.385378948	317.344171742
TSP - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	689195.404986	1416442.97981	1147573.38137	232026.260052	65056.5283117	347150.275048
TSP - non combustion - Zinc ores and concentrates - air	230451.328585	262946.49162	275981.030166	94677.7437466	28233.0350945	169816.433601
TSP - non combustion - Zinc, unwrought, not alloyed - air	740665.411055	2102801.09127	615000.049675	300189.271551	499137.625514	200526.755264
Zn - non combustion - Agglomeration plant - pellets - air	30778.5845401	18875.0075986	17722.1610075	195.972170866	1911.1685403	4916.71333224
Zn - non combustion - Agglomeration plant - sinter - air	147017.38287	716883.105016	110931.92625	8267.5759584	31317.9278589	78406.5342754
Zn - non combustion - Glass production - air	34.2975035517	565.783708729	0	0	39.1856523399	0
Zn - non combustion - Nickel, unwrought - air	11338.1877703	8108.42221601	11346.6341699	8056.3704415	2060.46292084	6247.89086968
Zn - non combustion - Pig iron production, blast furnace - air	446093.423589	1448106.23518	363958.575671	18720.7009317	75454.2119412	190571.204299
Zn - non combustion - Refined copper; unwrought, not alloyed - air	55699.532643	136596.072068	92775.6281505	27338.1990158	14018.5065646	27352.7476124
Zn - non combustion - Refined lead, unwrought - air	38983.1184488	152765.031821	61798.1958021	11569.9809177	6407.1984073	12065.0817952
Zn - non combustion - Steel production: basic oxygen furnace - air	50139024.1262	34766063.6307	77848916.5375	205291.09214	24028723.8695	60259128.1052
Zn - non combustion - Steel production: electric arc furnace - air	10267323.9473	60499118.5787	21923823.9904	56759.3018034	6171342.62066	15244347.0489
Zn - non combustion - Steel production: open hearth furnace - air	2030412.16677	261935.57812	171371.232055	8886.77363329	12918.5333989	33036.0935046
Zn - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	65628.3720659	134880.247628	109277.241694	22094.6129552	6194.9833305	33057.2537902
Zn - non combustion - Zinc, unwrought, not alloyed - air	70529.5839486	200238.43949	58563.1473869	28585.4099738	47530.1918183	19095.0845122
SF6 - air	1492431.20758	866195.337699	1252972.84866	493.86502637	66862.0411168	159240.941379
HFC - air	149140645589	230485181799	368128236924	7766269630.36	2047514905.77	14608749183.4
PFC - air	49443035542	22837879108.1	44571269918.3	551938340.668	658540204.306	5000321444.82
CH4 - agriculture - air	13552400686	38160151363.2	35589522003.5	2681920339.61	19892160524.9	23036183193.7
CO2 - agriculture - peat decay - air	7507531923.53	28345757052.5	30992791856.4	2279181812.76	314841202.236	4413398408.04
N - agriculture - water	7312804762.3	18705023943.9	7964142230.56	324016888.057	1713734556.22	5127598935.53
N2O - agriculture - air	901278414.706	2197072745.17	1750686171.14	156203046.075	1198513617.79	895312138.713
NH3 - agriculture - air	9680869163.86	16267184851.5	15995612709.9	836320888.285	5526913888.97	6585821280.39
NOX - agriculture - air	0	0	0	0	0	0
P - agriculture - soil	1867171857.29	10165741543.2	10656790676.2	886590416.763	1900768024.49	2672921144.44
P - agriculture - water	55765173.9045	303611230.434	318276961.493	26479013.477	56768560.9785	79829776.7134
Pxx - agriculture - soil	0	0	0	0	0	0
CH4 - waste - air	15683475010.1	22865928532.1	14405461498.1	1160068469.89	9165277215.15	9573735991.99
CO - waste - air	898607.218973	2978146.91322	1022831.40776	7396722.15052	86707.5701687	2001.14842309
CO2 - waste - biogenic - air	7046445541.65	7260190838.21	760970980.926	22368087.0808	11175604.8398	264477361.984
CO2 - waste - fossil - air	106352558.216	335093552.218	27999526.3079	59216.168169	676712.67972	54681096.4145
Emissions nec - waste - undef	4508200560.03	4793440855.7	7594448144.07	1282662155.49	160648249.667	58469433.4591
N - waste - water	559438002.916	741372876.828	859257405.157	47780699.5932	58936181.7175	10070920.8609
NH3 - waste - air	356.397556434	349.37404444	530.440703151	2.21986642213	10.8153089369	1.62120803985
NOX - waste - air	11431822.0819	2051188.11008	9164210.07162	223194.755966	116974.457655	29364.9078324
P - waste - water	4596418.8539	15287331.0653	5108142.21328	38061591.6912	440722.552916	4842.65585173
PM2.5 - waste - air	65658.5002073	64790.1714839	106095.682167	3831.66974561	2317.94676709	668.916119542
SOx - waste - air	130966.505404	23499.0482514	104988.037714	2556.98846641	1340.09572847	336.413507207
Cropland - Cereal grains nec	783573.362417	584733.737231	1068627.40952	102669.537371	993975.853353	210603.453785
Cropland - Crops nec	4240.34665059	146330.055013	106167.629323	57.3188089128	119362.106288	64235.9927677
Cropland - Fodder crops-Cattle	85768.4933663	20546.2062707	171913.731506	3508.83396503	15342.1952779	21497.454159
Cropland - Fodder crops-Meat animals nec	12291.1542536	5034.59413348	1355.8545558	34.2842628136	844.995000832	1496.73291347
Cropland - Fodder crops-Pigs	11674.4376056	3689.44795542	6176.8396461	34.0821053062	1118.13362221	2962.90920618
Cropland - Fodder crops-Poultry	20194.5189294	8373.13610636	15341.8986943	46.1699705067	2462.03291966	4364.20582218
Cropland - Fodder crops-Raw milk	78050.4970298	84982.2393504	44975.1349782	718.963704884	5546.15800558	12868.7671779
Cropland - Oil seeds	494467.993286	606071.167024	1260764.87921	33830.7595045	366143.844912	220659.772473
Cropland - Paddy rice	11193.9611322	743900.852509	93808.5927089	328.280451046	105571.474418	433459.23263
Cropland - Plant-based fibers	4885.75148724	57298.0675142	35649.835383	1338.67209749	17729.099326	27243.3380011
Cropland - Sugar cane, sugar beet	51507.8153297	58629.6162871	160825.496188	7034.58109383	18161.7134032	31414.4882789
Cropland - Vegetables, fruit, nuts	332338.265633	813711.972347	418872.492442	38031.828703	731785.85467	299255.086408
Cropland - Wheat	976007.785368	508583.564464	531095.00541	234607.621814	113221.714736	531163.04228
Forest area - Forestry	5875947.70542	3289844.47824	8038159.26939	599850.010579	2294602.97707	1765454.27117
Other land Use: Total	7401254.09457	3708898.59755	9556247.90319	2008846.02623	7527483.51993	3393714.68001
Permanent pastures - Grazing-Cattle	613957.510433	1380837.45273	5202829.42036	1325855.53847	4552669.97478	2014265.55269
Permanent pastures - Grazing-Meat animals nec	120149.040736	458672.3548	68127.3359215	12954.7251842	248608.370911	180306.70003
